"train/global_step","./llama_qwen_results_packing - _step","./llama_qwen_results_packing - _step__MIN","./llama_qwen_results_packing - _step__MAX","./llama_qwen_results_packing - eval/loss","./llama_qwen_results_packing - eval/loss__MIN","./llama_qwen_results_packing - eval/loss__MAX"
"36250","1449","1449","1449","2.030996084213257","2.030996084213257","2.030996084213257"
"36300","1451","1451","1451","2.0009608268737793","2.0009608268737793","2.0009608268737793"
"36350","1453","1453","1453","2.0317764282226562","2.0317764282226562","2.0317764282226562"
"36400","1455","1455","1455","2.0547685623168945","2.0547685623168945","2.0547685623168945"
"36450","1457","1457","1457","2.0368614196777344","2.0368614196777344","2.0368614196777344"
"36500","1459","1459","1459","2.1012508869171143","2.1012508869171143","2.1012508869171143"
"36550","1461","1461","1461","2.0932180881500244","2.0932180881500244","2.0932180881500244"
"36600","1463","1463","1463","2.0983996391296387","2.0983996391296387","2.0983996391296387"
"36650","1465","1465","1465","2.101553440093994","2.101553440093994","2.101553440093994"
"36700","1467","1467","1467","2.081401824951172","2.081401824951172","2.081401824951172"
"36750","1469","1469","1469","2.083136558532715","2.083136558532715","2.083136558532715"
"36800","1471","1471","1471","2.102466106414795","2.102466106414795","2.102466106414795"
"36850","1473","1473","1473","2.0873422622680664","2.0873422622680664","2.0873422622680664"
"36900","1475","1475","1475","2.04390549659729","2.04390549659729","2.04390549659729"
"36950","1477","1477","1477","2.034752130508423","2.034752130508423","2.034752130508423"
"37000","1479","1479","1479","2.0528998374938965","2.0528998374938965","2.0528998374938965"
"37050","1481","1481","1481","2.0296788215637207","2.0296788215637207","2.0296788215637207"
"37100","1483","1483","1483","2.0608365535736084","2.0608365535736084","2.0608365535736084"
"37150","1485","1485","1485","2.0329813957214355","2.0329813957214355","2.0329813957214355"
"37200","1487","1487","1487","2.035226583480835","2.035226583480835","2.035226583480835"
"37250","1489","1489","1489","2.0235002040863037","2.0235002040863037","2.0235002040863037"
"37300","1491","1491","1491","2.0270984172821045","2.0270984172821045","2.0270984172821045"
"37350","1493","1493","1493","2.052492141723633","2.052492141723633","2.052492141723633"
"37400","1495","1495","1495","2.0484180450439453","2.0484180450439453","2.0484180450439453"
"37450","1497","1497","1497","2.0591835975646973","2.0591835975646973","2.0591835975646973"
"37500","1499","1499","1499","2.0459108352661133","2.0459108352661133","2.0459108352661133"
"37550","1501","1501","1501","2.0819616317749023","2.0819616317749023","2.0819616317749023"
"37600","1503","1503","1503","2.060203790664673","2.060203790664673","2.060203790664673"
"37650","1505","1505","1505","2.0628998279571533","2.0628998279571533","2.0628998279571533"
"37700","1507","1507","1507","2.0656332969665527","2.0656332969665527","2.0656332969665527"
"37750","1509","1509","1509","2.0409278869628906","2.0409278869628906","2.0409278869628906"
"37800","1511","1511","1511","2.141923427581787","2.141923427581787","2.141923427581787"
"37850","1513","1513","1513","2.1226587295532227","2.1226587295532227","2.1226587295532227"
"37900","1515","1515","1515","2.1018736362457275","2.1018736362457275","2.1018736362457275"
"37950","1517","1517","1517","2.140836000442505","2.140836000442505","2.140836000442505"
"38000","1519","1519","1519","2.124762535095215","2.124762535095215","2.124762535095215"
"38050","1521","1521","1521","2.146733045578003","2.146733045578003","2.146733045578003"
"38100","1523","1523","1523","2.0991532802581787","2.0991532802581787","2.0991532802581787"
"38150","1525","1525","1525","2.1616225242614746","2.1616225242614746","2.1616225242614746"
"38200","1527","1527","1527","2.0853960514068604","2.0853960514068604","2.0853960514068604"
"38250","1529","1529","1529","2.040489912033081","2.040489912033081","2.040489912033081"
"38300","1531","1531","1531","2.0477001667022705","2.0477001667022705","2.0477001667022705"
"38350","1533","1533","1533","2.047534942626953","2.047534942626953","2.047534942626953"
"38400","1535","1535","1535","2.0232505798339844","2.0232505798339844","2.0232505798339844"
"38450","1537","1537","1537","2.0258562564849854","2.0258562564849854","2.0258562564849854"
"38500","1539","1539","1539","2.031120538711548","2.031120538711548","2.031120538711548"
"38550","1541","1541","1541","2.030942678451538","2.030942678451538","2.030942678451538"
"38600","1543","1543","1543","2.0182650089263916","2.0182650089263916","2.0182650089263916"
"38650","1545","1545","1545","2.020420551300049","2.020420551300049","2.020420551300049"
"38700","1547","1547","1547","2.1230647563934326","2.1230647563934326","2.1230647563934326"
"38750","1549","1549","1549","2.062408208847046","2.062408208847046","2.062408208847046"
"38800","1551","1551","1551","2.0739059448242188","2.0739059448242188","2.0739059448242188"
"38850","1553","1553","1553","2.050722122192383","2.050722122192383","2.050722122192383"
"38900","1555","1555","1555","2.048752784729004","2.048752784729004","2.048752784729004"
"38950","1557","1557","1557","2.0730433464050293","2.0730433464050293","2.0730433464050293"
"39000","1559","1559","1559","2.051265001296997","2.051265001296997","2.051265001296997"
"39050","1561","1561","1561","2.0962231159210205","2.0962231159210205","2.0962231159210205"
"39100","1563","1563","1563","2.1652050018310547","2.1652050018310547","2.1652050018310547"
"39150","1565","1565","1565","2.1726510524749756","2.1726510524749756","2.1726510524749756"
"39200","1567","1567","1567","2.1898880004882812","2.1898880004882812","2.1898880004882812"
"39250","1569","1569","1569","2.1267900466918945","2.1267900466918945","2.1267900466918945"
"39300","1571","1571","1571","2.144094944000244","2.144094944000244","2.144094944000244"
"39350","1573","1573","1573","2.13295578956604","2.13295578956604","2.13295578956604"
"39400","1575","1575","1575","2.1479742527008057","2.1479742527008057","2.1479742527008057"
"39450","1577","1577","1577","2.1298556327819824","2.1298556327819824","2.1298556327819824"
"39500","1579","1579","1579","2.1168088912963867","2.1168088912963867","2.1168088912963867"
"39550","1581","1581","1581","2.0780205726623535","2.0780205726623535","2.0780205726623535"
"39600","1583","1583","1583","2.0693273544311523","2.0693273544311523","2.0693273544311523"
"39650","1585","1585","1585","2.0528435707092285","2.0528435707092285","2.0528435707092285"
"39700","1587","1587","1587","2.0612287521362305","2.0612287521362305","2.0612287521362305"
"39750","1589","1589","1589","2.0353989601135254","2.0353989601135254","2.0353989601135254"
"39800","1591","1591","1591","2.0448920726776123","2.0448920726776123","2.0448920726776123"
"39850","1593","1593","1593","2.0933258533477783","2.0933258533477783","2.0933258533477783"
"39900","1595","1595","1595","2.0133378505706787","2.0133378505706787","2.0133378505706787"
"39950","1597","1597","1597","2.029599189758301","2.029599189758301","2.029599189758301"
"40000","1599","1599","1599","2.124678134918213","2.124678134918213","2.124678134918213"
"40050","1601","1601","1601","2.0849621295928955","2.0849621295928955","2.0849621295928955"
"40100","1603","1603","1603","2.1118850708007812","2.1118850708007812","2.1118850708007812"
"40150","1605","1605","1605","2.085806369781494","2.085806369781494","2.085806369781494"
"40200","1607","1607","1607","2.066706895828247","2.066706895828247","2.066706895828247"
"40250","1609","1609","1609","2.055762767791748","2.055762767791748","2.055762767791748"
"40300","1611","1611","1611","2.050861358642578","2.050861358642578","2.050861358642578"
"40350","1613","1613","1613","2.0550460815429688","2.0550460815429688","2.0550460815429688"
"40400","1615","1615","1615","2.133046865463257","2.133046865463257","2.133046865463257"
"40450","1617","1617","1617","2.1257097721099854","2.1257097721099854","2.1257097721099854"
"40500","1619","1619","1619","2.200401544570923","2.200401544570923","2.200401544570923"
"40550","1621","1621","1621","2.109069347381592","2.109069347381592","2.109069347381592"
"40600","1623","1623","1623","2.1443517208099365","2.1443517208099365","2.1443517208099365"
"40650","1625","1625","1625","2.173917531967163","2.173917531967163","2.173917531967163"
"40700","1627","1627","1627","2.12140154838562","2.12140154838562","2.12140154838562"
"40750","1629","1629","1629","2.1608924865722656","2.1608924865722656","2.1608924865722656"
"40800","1631","1631","1631","2.1425328254699707","2.1425328254699707","2.1425328254699707"
"40850","1633","1633","1633","2.1105353832244873","2.1105353832244873","2.1105353832244873"
"40900","1635","1635","1635","2.1335465908050537","2.1335465908050537","2.1335465908050537"
"40950","1637","1637","1637","2.092289686203003","2.092289686203003","2.092289686203003"
"41000","1639","1639","1639","2.0822160243988037","2.0822160243988037","2.0822160243988037"
"41050","1641","1641","1641","2.090989589691162","2.090989589691162","2.090989589691162"
"41100","1643","1643","1643","2.051671266555786","2.051671266555786","2.051671266555786"
"41150","1645","1645","1645","2.085169792175293","2.085169792175293","2.085169792175293"
"41200","1647","1647","1647","2.060917854309082","2.060917854309082","2.060917854309082"
"41250","1649","1649","1649","2.030268669128418","2.030268669128418","2.030268669128418"
"41300","1651","1651","1651","2.060469150543213","2.060469150543213","2.060469150543213"
"41350","1653","1653","1653","2.091968297958374","2.091968297958374","2.091968297958374"
"41400","1655","1655","1655","2.0859856605529785","2.0859856605529785","2.0859856605529785"
"41450","1657","1657","1657","2.0840349197387695","2.0840349197387695","2.0840349197387695"
"41500","1659","1659","1659","2.0700418949127197","2.0700418949127197","2.0700418949127197"
"41550","1661","1661","1661","2.071594476699829","2.071594476699829","2.071594476699829"
"41600","1663","1663","1663","2.08488130569458","2.08488130569458","2.08488130569458"
"41650","1665","1665","1665","2.083040952682495","2.083040952682495","2.083040952682495"
"41700","1667","1667","1667","2.1123528480529785","2.1123528480529785","2.1123528480529785"
"41750","1669","1669","1669","2.139857053756714","2.139857053756714","2.139857053756714"
"41800","1671","1671","1671","2.1755778789520264","2.1755778789520264","2.1755778789520264"
"41850","1673","1673","1673","2.1267411708831787","2.1267411708831787","2.1267411708831787"
"41900","1675","1675","1675","2.156113862991333","2.156113862991333","2.156113862991333"
"41950","1677","1677","1677","2.1354448795318604","2.1354448795318604","2.1354448795318604"
"42000","1679","1679","1679","2.117723226547241","2.117723226547241","2.117723226547241"
"42050","1681","1681","1681","2.101491928100586","2.101491928100586","2.101491928100586"
"42100","1683","1683","1683","2.1471810340881348","2.1471810340881348","2.1471810340881348"
"42150","1685","1685","1685","2.1383485794067383","2.1383485794067383","2.1383485794067383"
"42200","1687","1687","1687","2.1238749027252197","2.1238749027252197","2.1238749027252197"
"42250","1689","1689","1689","2.15897798538208","2.15897798538208","2.15897798538208"
"42300","1691","1691","1691","2.0998971462249756","2.0998971462249756","2.0998971462249756"
"42350","1693","1693","1693","2.112412929534912","2.112412929534912","2.112412929534912"
"42400","1695","1695","1695","2.151109218597412","2.151109218597412","2.151109218597412"
"42450","1697","1697","1697","2.1276936531066895","2.1276936531066895","2.1276936531066895"
"42500","1699","1699","1699","2.109633445739746","2.109633445739746","2.109633445739746"
"42550","1701","1701","1701","2.1052474975585938","2.1052474975585938","2.1052474975585938"
"42600","1703","1703","1703","2.140376567840576","2.140376567840576","2.140376567840576"
"42650","1705","1705","1705","2.0645081996917725","2.0645081996917725","2.0645081996917725"
"42700","1707","1707","1707","2.084986686706543","2.084986686706543","2.084986686706543"
"42750","1709","1709","1709","2.113013982772827","2.113013982772827","2.113013982772827"
"42800","1711","1711","1711","2.083916425704956","2.083916425704956","2.083916425704956"
"42850","1713","1713","1713","2.0585708618164062","2.0585708618164062","2.0585708618164062"
"42900","1715","1715","1715","2.0785858631134033","2.0785858631134033","2.0785858631134033"
"42950","1717","1717","1717","2.0920441150665283","2.0920441150665283","2.0920441150665283"
"43000","1719","1719","1719","2.1223134994506836","2.1223134994506836","2.1223134994506836"
"43050","1721","1721","1721","2.168482542037964","2.168482542037964","2.168482542037964"
"43100","1723","1723","1723","2.128023386001587","2.128023386001587","2.128023386001587"
"43150","1725","1725","1725","2.1135051250457764","2.1135051250457764","2.1135051250457764"
"43200","1727","1727","1727","2.0812313556671143","2.0812313556671143","2.0812313556671143"
"43250","1729","1729","1729","2.059520721435547","2.059520721435547","2.059520721435547"
"43300","1731","1731","1731","2.066716432571411","2.066716432571411","2.066716432571411"
"43350","1733","1733","1733","2.1335771083831787","2.1335771083831787","2.1335771083831787"
"43400","1735","1735","1735","2.123680353164673","2.123680353164673","2.123680353164673"
"43450","1737","1737","1737","2.1838600635528564","2.1838600635528564","2.1838600635528564"
"43500","1739","1739","1739","2.207792043685913","2.207792043685913","2.207792043685913"
"43550","1741","1741","1741","2.1546971797943115","2.1546971797943115","2.1546971797943115"
"43600","1743","1743","1743","2.1892733573913574","2.1892733573913574","2.1892733573913574"
"43650","1745","1745","1745","2.1560580730438232","2.1560580730438232","2.1560580730438232"
"43700","1747","1747","1747","2.1560516357421875","2.1560516357421875","2.1560516357421875"
"43750","1749","1749","1749","2.1726367473602295","2.1726367473602295","2.1726367473602295"
"43800","1751","1751","1751","2.147952079772949","2.147952079772949","2.147952079772949"
"43850","1753","1753","1753","2.0756032466888428","2.0756032466888428","2.0756032466888428"
"43900","1755","1755","1755","2.0955023765563965","2.0955023765563965","2.0955023765563965"
"43950","1757","1757","1757","2.0921835899353027","2.0921835899353027","2.0921835899353027"
"44000","1759","1759","1759","2.1491174697875977","2.1491174697875977","2.1491174697875977"
"44050","1761","1761","1761","2.080012559890747","2.080012559890747","2.080012559890747"
"44100","1763","1763","1763","2.105226993560791","2.105226993560791","2.105226993560791"
"44150","1765","1765","1765","2.1133008003234863","2.1133008003234863","2.1133008003234863"
"44200","1767","1767","1767","2.1124212741851807","2.1124212741851807","2.1124212741851807"
"44250","1769","1769","1769","2.1024017333984375","2.1024017333984375","2.1024017333984375"
"44300","1771","1771","1771","2.1429450511932373","2.1429450511932373","2.1429450511932373"
"44350","1773","1773","1773","2.1461009979248047","2.1461009979248047","2.1461009979248047"
"44400","1775","1775","1775","2.146956205368042","2.146956205368042","2.146956205368042"
"44450","1777","1777","1777","2.1169755458831787","2.1169755458831787","2.1169755458831787"
"44500","1779","1779","1779","2.140699625015259","2.140699625015259","2.140699625015259"
"44550","1781","1781","1781","2.1127867698669434","2.1127867698669434","2.1127867698669434"
"44600","1783","1783","1783","2.055911064147949","2.055911064147949","2.055911064147949"
"44650","1785","1785","1785","2.1188502311706543","2.1188502311706543","2.1188502311706543"
"44700","1787","1787","1787","2.1192171573638916","2.1192171573638916","2.1192171573638916"
"44750","1789","1789","1789","2.204169273376465","2.204169273376465","2.204169273376465"
"44800","1791","1791","1791","2.2178938388824463","2.2178938388824463","2.2178938388824463"
"44850","1793","1793","1793","2.190251111984253","2.190251111984253","2.190251111984253"
"44900","1795","1795","1795","2.254906415939331","2.254906415939331","2.254906415939331"
"44950","1797","1797","1797","2.174684762954712","2.174684762954712","2.174684762954712"
"45000","1799","1799","1799","2.210897445678711","2.210897445678711","2.210897445678711"
"45050","1801","1801","1801","2.1934328079223633","2.1934328079223633","2.1934328079223633"
"45100","1803","1803","1803","2.2318785190582275","2.2318785190582275","2.2318785190582275"
"45150","1805","1805","1805","2.1212329864501953","2.1212329864501953","2.1212329864501953"
"45200","1807","1807","1807","2.1092400550842285","2.1092400550842285","2.1092400550842285"
"45250","1809","1809","1809","2.1323647499084473","2.1323647499084473","2.1323647499084473"
"45300","1811","1811","1811","2.0919764041900635","2.0919764041900635","2.0919764041900635"
"45350","1813","1813","1813","2.102346181869507","2.102346181869507","2.102346181869507"
"45400","1815","1815","1815","2.084723472595215","2.084723472595215","2.084723472595215"
"45450","1817","1817","1817","2.130343437194824","2.130343437194824","2.130343437194824"
"45500","1819","1819","1819","2.1126902103424072","2.1126902103424072","2.1126902103424072"
"45550","1821","1821","1821","2.1120007038116455","2.1120007038116455","2.1120007038116455"
"45600","1823","1823","1823","2.1215732097625732","2.1215732097625732","2.1215732097625732"
"45650","1825","1825","1825","2.156449794769287","2.156449794769287","2.156449794769287"
"45700","1827","1827","1827","2.1096317768096924","2.1096317768096924","2.1096317768096924"
"45750","1829","1829","1829","2.1369965076446533","2.1369965076446533","2.1369965076446533"
"45800","1831","1831","1831","2.1424143314361572","2.1424143314361572","2.1424143314361572"
"45850","1833","1833","1833","2.1325788497924805","2.1325788497924805","2.1325788497924805"
"45900","1835","1835","1835","2.103757381439209","2.103757381439209","2.103757381439209"
"45950","1837","1837","1837","2.121213674545288","2.121213674545288","2.121213674545288"
"46000","1839","1839","1839","2.15456223487854","2.15456223487854","2.15456223487854"
"46050","1841","1841","1841","2.24820876121521","2.24820876121521","2.24820876121521"
"46100","1843","1843","1843","2.248067855834961","2.248067855834961","2.248067855834961"
"46150","1845","1845","1845","2.2438671588897705","2.2438671588897705","2.2438671588897705"
"46200","1847","1847","1847","2.220282554626465","2.220282554626465","2.220282554626465"
