"train/global_step","./llama_qwen_results_packing - _step","./llama_qwen_results_packing - _step__MIN","./llama_qwen_results_packing - _step__MAX","./llama_qwen_results_packing - eval/loss","./llama_qwen_results_packing - eval/loss__MIN","./llama_qwen_results_packing - eval/loss__MAX"
"18450","737","737","737","1.835277795791626","1.835277795791626","1.835277795791626"
"18500","739","739","739","1.826972246170044","1.826972246170044","1.826972246170044"
"18550","741","741","741","1.846023440361023","1.846023440361023","1.846023440361023"
"18600","743","743","743","1.825731635093689","1.825731635093689","1.825731635093689"
"18650","745","745","745","1.8349565267562866","1.8349565267562866","1.8349565267562866"
"18700","747","747","747","1.8413755893707275","1.8413755893707275","1.8413755893707275"
"18750","749","749","749","1.8296749591827393","1.8296749591827393","1.8296749591827393"
"18800","751","751","751","1.826589584350586","1.826589584350586","1.826589584350586"
"18850","753","753","753","1.8299075365066528","1.8299075365066528","1.8299075365066528"
"18900","755","755","755","1.8334051370620728","1.8334051370620728","1.8334051370620728"
"18950","757","757","757","1.8223921060562134","1.8223921060562134","1.8223921060562134"
"19000","759","759","759","1.829419732093811","1.829419732093811","1.829419732093811"
"19050","761","761","761","1.8239281177520752","1.8239281177520752","1.8239281177520752"
"19100","763","763","763","1.8237909078598022","1.8237909078598022","1.8237909078598022"
"19150","765","765","765","1.8486433029174805","1.8486433029174805","1.8486433029174805"
"19200","767","767","767","1.839773416519165","1.839773416519165","1.839773416519165"
"19250","769","769","769","1.8323854207992554","1.8323854207992554","1.8323854207992554"
"19300","771","771","771","1.8382346630096436","1.8382346630096436","1.8382346630096436"
"19350","773","773","773","1.8237608671188354","1.8237608671188354","1.8237608671188354"
"19400","775","775","775","1.8414584398269653","1.8414584398269653","1.8414584398269653"
"19450","777","777","777","1.835771918296814","1.835771918296814","1.835771918296814"
"19500","779","779","779","1.8258261680603027","1.8258261680603027","1.8258261680603027"
"19550","781","781","781","1.830228328704834","1.830228328704834","1.830228328704834"
"19600","783","783","783","1.8447436094284058","1.8447436094284058","1.8447436094284058"
"19650","785","785","785","1.8706703186035156","1.8706703186035156","1.8706703186035156"
"19700","787","787","787","1.851568341255188","1.851568341255188","1.851568341255188"
"19750","789","789","789","1.8769328594207764","1.8769328594207764","1.8769328594207764"
"19800","791","791","791","1.8431864976882935","1.8431864976882935","1.8431864976882935"
"19850","793","793","793","1.839469313621521","1.839469313621521","1.839469313621521"
"19900","795","795","795","1.8386235237121582","1.8386235237121582","1.8386235237121582"
"19950","797","797","797","1.838619589805603","1.838619589805603","1.838619589805603"
"20000","799","799","799","1.8576916456222534","1.8576916456222534","1.8576916456222534"
"20050","801","801","801","1.8473470211029053","1.8473470211029053","1.8473470211029053"
"20100","803","803","803","1.8522506952285767","1.8522506952285767","1.8522506952285767"
"20150","805","805","805","1.8538135290145874","1.8538135290145874","1.8538135290145874"
"20200","807","807","807","1.8500217199325562","1.8500217199325562","1.8500217199325562"
"20250","809","809","809","1.8399065732955933","1.8399065732955933","1.8399065732955933"
"20300","811","811","811","1.8727151155471802","1.8727151155471802","1.8727151155471802"
"20350","813","813","813","1.826223373413086","1.826223373413086","1.826223373413086"
"20400","815","815","815","1.8416264057159424","1.8416264057159424","1.8416264057159424"
"20450","817","817","817","1.8787147998809814","1.8787147998809814","1.8787147998809814"
"20500","819","819","819","1.854045033454895","1.854045033454895","1.854045033454895"
"20550","821","821","821","1.851965069770813","1.851965069770813","1.851965069770813"
"20600","823","823","823","1.8308396339416504","1.8308396339416504","1.8308396339416504"
"20650","825","825","825","1.8582736253738403","1.8582736253738403","1.8582736253738403"
"20700","827","827","827","1.8547066450119019","1.8547066450119019","1.8547066450119019"
"20750","829","829","829","1.8297011852264404","1.8297011852264404","1.8297011852264404"
"20800","831","831","831","1.8274188041687012","1.8274188041687012","1.8274188041687012"
"20850","833","833","833","1.8524959087371826","1.8524959087371826","1.8524959087371826"
"20900","835","835","835","1.8771885633468628","1.8771885633468628","1.8771885633468628"
"20950","837","837","837","1.870364785194397","1.870364785194397","1.870364785194397"
"21000","839","839","839","1.8964192867279053","1.8964192867279053","1.8964192867279053"
"21050","841","841","841","1.860608696937561","1.860608696937561","1.860608696937561"
"21100","843","843","843","1.8764005899429321","1.8764005899429321","1.8764005899429321"
"21150","845","845","845","1.8669743537902832","1.8669743537902832","1.8669743537902832"
"21200","847","847","847","1.8707067966461182","1.8707067966461182","1.8707067966461182"
"21250","849","849","849","1.8623584508895874","1.8623584508895874","1.8623584508895874"
"21300","851","851","851","1.885884165763855","1.885884165763855","1.885884165763855"
"21350","853","853","853","1.8686175346374512","1.8686175346374512","1.8686175346374512"
"21400","855","855","855","1.876416802406311","1.876416802406311","1.876416802406311"
"21450","857","857","857","1.8607332706451416","1.8607332706451416","1.8607332706451416"
"21500","859","859","859","1.8703309297561646","1.8703309297561646","1.8703309297561646"
"21550","861","861","861","1.8806838989257812","1.8806838989257812","1.8806838989257812"
"21600","863","863","863","1.8661195039749146","1.8661195039749146","1.8661195039749146"
"21650","865","865","865","1.8513973951339722","1.8513973951339722","1.8513973951339722"
"21700","867","867","867","1.851425290107727","1.851425290107727","1.851425290107727"
"21750","869","869","869","1.8647321462631226","1.8647321462631226","1.8647321462631226"
"21800","871","871","871","1.874879240989685","1.874879240989685","1.874879240989685"
"21850","873","873","873","1.8598825931549072","1.8598825931549072","1.8598825931549072"
"21900","875","875","875","1.8773523569107056","1.8773523569107056","1.8773523569107056"
"21950","877","877","877","1.8837416172027588","1.8837416172027588","1.8837416172027588"
"22000","879","879","879","1.8639153242111206","1.8639153242111206","1.8639153242111206"
"22050","881","881","881","1.8668540716171265","1.8668540716171265","1.8668540716171265"
"22100","883","883","883","1.8459001779556274","1.8459001779556274","1.8459001779556274"
"22150","885","885","885","1.872628927230835","1.872628927230835","1.872628927230835"
"22200","887","887","887","1.8846204280853271","1.8846204280853271","1.8846204280853271"
"22250","889","889","889","1.9043446779251099","1.9043446779251099","1.9043446779251099"
"22300","891","891","891","1.9236929416656494","1.9236929416656494","1.9236929416656494"
"22350","893","893","893","1.891946792602539","1.891946792602539","1.891946792602539"
"22400","895","895","895","1.8940306901931763","1.8940306901931763","1.8940306901931763"
"22450","897","897","897","1.8848258256912231","1.8848258256912231","1.8848258256912231"
"22500","899","899","899","1.8792861700057983","1.8792861700057983","1.8792861700057983"
"22550","901","901","901","1.8825421333312988","1.8825421333312988","1.8825421333312988"
"22600","903","903","903","1.893917441368103","1.893917441368103","1.893917441368103"
"22650","905","905","905","1.8978362083435059","1.8978362083435059","1.8978362083435059"
"22700","907","907","907","1.8841454982757568","1.8841454982757568","1.8841454982757568"
"22750","909","909","909","1.8992397785186768","1.8992397785186768","1.8992397785186768"
"22800","911","911","911","1.8785414695739746","1.8785414695739746","1.8785414695739746"
"22850","913","913","913","1.890021800994873","1.890021800994873","1.890021800994873"
"22900","915","915","915","1.8835177421569824","1.8835177421569824","1.8835177421569824"
"22950","917","917","917","1.890965223312378","1.890965223312378","1.890965223312378"
"23000","919","919","919","1.8736857175827026","1.8736857175827026","1.8736857175827026"
"23050","921","921","921","1.8614197969436646","1.8614197969436646","1.8614197969436646"
"23100","923","923","923","1.9003902673721313","1.9003902673721313","1.9003902673721313"
"23150","925","925","925","1.8966137170791626","1.8966137170791626","1.8966137170791626"
"23200","927","927","927","1.8663990497589111","1.8663990497589111","1.8663990497589111"
"23250","929","929","929","1.880620002746582","1.880620002746582","1.880620002746582"
"23300","931","931","931","1.8841116428375244","1.8841116428375244","1.8841116428375244"
"23350","933","933","933","1.885102391242981","1.885102391242981","1.885102391242981"
"23400","935","935","935","1.8877506256103516","1.8877506256103516","1.8877506256103516"
"23450","937","937","937","1.8812235593795776","1.8812235593795776","1.8812235593795776"
"23500","939","939","939","1.9250367879867554","1.9250367879867554","1.9250367879867554"
"23550","941","941","941","1.899660587310791","1.899660587310791","1.899660587310791"
"23600","943","943","943","1.9049439430236816","1.9049439430236816","1.9049439430236816"
"23650","945","945","945","1.9395496845245361","1.9395496845245361","1.9395496845245361"
"23700","947","947","947","1.9024473428726196","1.9024473428726196","1.9024473428726196"
"23750","949","949","949","1.8969218730926514","1.8969218730926514","1.8969218730926514"
"23800","951","951","951","1.9304766654968262","1.9304766654968262","1.9304766654968262"
"23850","953","953","953","1.9080204963684082","1.9080204963684082","1.9080204963684082"
"23900","955","955","955","1.9377326965332031","1.9377326965332031","1.9377326965332031"
"23950","957","957","957","1.9032684564590454","1.9032684564590454","1.9032684564590454"
"24000","959","959","959","1.9274091720581055","1.9274091720581055","1.9274091720581055"
"24050","961","961","961","1.9069510698318481","1.9069510698318481","1.9069510698318481"
"24100","963","963","963","1.9059815406799316","1.9059815406799316","1.9059815406799316"
"24150","965","965","965","1.8891876935958862","1.8891876935958862","1.8891876935958862"
"24200","967","967","967","1.9055458307266235","1.9055458307266235","1.9055458307266235"
"24250","969","969","969","1.897281289100647","1.897281289100647","1.897281289100647"
"24300","971","971","971","1.902004361152649","1.902004361152649","1.902004361152649"
"24350","973","973","973","1.9359562397003174","1.9359562397003174","1.9359562397003174"
"24400","975","975","975","1.9043642282485962","1.9043642282485962","1.9043642282485962"
"24450","977","977","977","1.9005733728408813","1.9005733728408813","1.9005733728408813"
"24500","979","979","979","1.8915880918502808","1.8915880918502808","1.8915880918502808"
"24550","981","981","981","1.9032636880874634","1.9032636880874634","1.9032636880874634"
"24600","983","983","983","1.9016224145889282","1.9016224145889282","1.9016224145889282"
"24650","985","985","985","1.888810396194458","1.888810396194458","1.888810396194458"
"24700","987","987","987","1.9004844427108765","1.9004844427108765","1.9004844427108765"
"24750","989","989","989","1.861830472946167","1.861830472946167","1.861830472946167"
"24800","991","991","991","1.9192229509353638","1.9192229509353638","1.9192229509353638"
"24850","993","993","993","1.9312293529510498","1.9312293529510498","1.9312293529510498"
"24900","995","995","995","1.9039809703826904","1.9039809703826904","1.9039809703826904"
"24950","997","997","997","1.897873044013977","1.897873044013977","1.897873044013977"
"25000","999","999","999","1.9112457036972046","1.9112457036972046","1.9112457036972046"
"25050","1001","1001","1001","1.9107413291931152","1.9107413291931152","1.9107413291931152"
"25100","1003","1003","1003","1.8887958526611328","1.8887958526611328","1.8887958526611328"
"25150","1005","1005","1005","1.9159502983093262","1.9159502983093262","1.9159502983093262"
"25200","1007","1007","1007","1.9572042226791382","1.9572042226791382","1.9572042226791382"
"25250","1009","1009","1009","1.9457610845565796","1.9457610845565796","1.9457610845565796"
"25300","1011","1011","1011","1.939509391784668","1.939509391784668","1.939509391784668"
"25350","1013","1013","1013","1.934768557548523","1.934768557548523","1.934768557548523"
"25400","1015","1015","1015","1.9192935228347778","1.9192935228347778","1.9192935228347778"
"25450","1017","1017","1017","1.9368658065795898","1.9368658065795898","1.9368658065795898"
"25500","1019","1019","1019","1.9341319799423218","1.9341319799423218","1.9341319799423218"
"25550","1021","1021","1021","1.9331356287002563","1.9331356287002563","1.9331356287002563"
"25600","1023","1023","1023","1.9059535264968872","1.9059535264968872","1.9059535264968872"
"25650","1025","1025","1025","1.9133459329605103","1.9133459329605103","1.9133459329605103"
"25700","1027","1027","1027","1.9202808141708374","1.9202808141708374","1.9202808141708374"
"25750","1029","1029","1029","1.9102922677993774","1.9102922677993774","1.9102922677993774"
"25800","1031","1031","1031","1.9279769659042358","1.9279769659042358","1.9279769659042358"
"25850","1033","1033","1033","1.9174209833145142","1.9174209833145142","1.9174209833145142"
"25900","1035","1035","1035","1.9118696451187134","1.9118696451187134","1.9118696451187134"
"25950","1037","1037","1037","1.9179329872131348","1.9179329872131348","1.9179329872131348"
"26000","1039","1039","1039","1.9171936511993408","1.9171936511993408","1.9171936511993408"
"26050","1041","1041","1041","1.8940778970718384","1.8940778970718384","1.8940778970718384"
"26100","1043","1043","1043","1.9287149906158447","1.9287149906158447","1.9287149906158447"
"26150","1045","1045","1045","1.9273099899291992","1.9273099899291992","1.9273099899291992"
"26200","1047","1047","1047","1.9162991046905518","1.9162991046905518","1.9162991046905518"
"26250","1049","1049","1049","1.9357585906982422","1.9357585906982422","1.9357585906982422"
"26300","1051","1051","1051","1.9174867868423462","1.9174867868423462","1.9174867868423462"
"26350","1053","1053","1053","1.9104801416397095","1.9104801416397095","1.9104801416397095"
"26400","1055","1055","1055","1.9115610122680664","1.9115610122680664","1.9115610122680664"
"26450","1057","1057","1057","1.906335711479187","1.906335711479187","1.906335711479187"
"26500","1059","1059","1059","1.9629292488098145","1.9629292488098145","1.9629292488098145"
"26550","1061","1061","1061","1.9495409727096558","1.9495409727096558","1.9495409727096558"
"26600","1063","1063","1063","1.9613754749298096","1.9613754749298096","1.9613754749298096"
"26650","1065","1065","1065","1.9250880479812622","1.9250880479812622","1.9250880479812622"
"26700","1067","1067","1067","1.9545927047729492","1.9545927047729492","1.9545927047729492"
"26750","1069","1069","1069","1.9510555267333984","1.9510555267333984","1.9510555267333984"
"26800","1071","1071","1071","1.9549355506896973","1.9549355506896973","1.9549355506896973"
"26850","1073","1073","1073","1.941749095916748","1.941749095916748","1.941749095916748"
"26900","1075","1075","1075","1.9338401556015015","1.9338401556015015","1.9338401556015015"
"26950","1077","1077","1077","1.9667129516601562","1.9667129516601562","1.9667129516601562"
"27000","1079","1079","1079","1.9485443830490112","1.9485443830490112","1.9485443830490112"
"27050","1081","1081","1081","1.953097939491272","1.953097939491272","1.953097939491272"
"27100","1083","1083","1083","1.932740569114685","1.932740569114685","1.932740569114685"
"27150","1085","1085","1085","1.9453649520874023","1.9453649520874023","1.9453649520874023"
"27200","1087","1087","1087","1.9291062355041504","1.9291062355041504","1.9291062355041504"
"27250","1089","1089","1089","1.945828914642334","1.945828914642334","1.945828914642334"
"27300","1091","1091","1091","1.9427467584609985","1.9427467584609985","1.9427467584609985"
"27350","1093","1093","1093","1.9080724716186523","1.9080724716186523","1.9080724716186523"
"27400","1095","1095","1095","1.9490970373153687","1.9490970373153687","1.9490970373153687"
"27450","1097","1097","1097","1.9297575950622559","1.9297575950622559","1.9297575950622559"
"27500","1099","1099","1099","1.9348920583724976","1.9348920583724976","1.9348920583724976"
"27550","1101","1101","1101","1.9404195547103882","1.9404195547103882","1.9404195547103882"
"27600","1103","1103","1103","1.9158345460891724","1.9158345460891724","1.9158345460891724"
"27650","1105","1105","1105","1.9166496992111206","1.9166496992111206","1.9166496992111206"
"27700","1107","1107","1107","1.91636061668396","1.91636061668396","1.91636061668396"
"27750","1109","1109","1109","1.9086337089538574","1.9086337089538574","1.9086337089538574"
"27800","1111","1111","1111","1.991883635520935","1.991883635520935","1.991883635520935"
"27850","1113","1113","1113","1.943777322769165","1.943777322769165","1.943777322769165"
"27900","1115","1115","1115","1.9621750116348267","1.9621750116348267","1.9621750116348267"
"27950","1117","1117","1117","1.9575176239013672","1.9575176239013672","1.9575176239013672"
"28000","1119","1119","1119","1.9332468509674072","1.9332468509674072","1.9332468509674072"
"28050","1121","1121","1121","1.9671307802200317","1.9671307802200317","1.9671307802200317"
"28100","1123","1123","1123","1.939760684967041","1.939760684967041","1.939760684967041"
"28150","1125","1125","1125","1.9363552331924438","1.9363552331924438","1.9363552331924438"
"28200","1127","1127","1127","1.9667706489562988","1.9667706489562988","1.9667706489562988"
"28250","1129","1129","1129","1.975967288017273","1.975967288017273","1.975967288017273"
"28300","1131","1131","1131","1.9836370944976807","1.9836370944976807","1.9836370944976807"
"28350","1133","1133","1133","1.968001127243042","1.968001127243042","1.968001127243042"
"28400","1135","1135","1135","1.9629473686218262","1.9629473686218262","1.9629473686218262"
"28450","1137","1137","1137","1.9721169471740723","1.9721169471740723","1.9721169471740723"
"28500","1139","1139","1139","1.9613277912139893","1.9613277912139893","1.9613277912139893"
"28550","1141","1141","1141","1.9825589656829834","1.9825589656829834","1.9825589656829834"
"28600","1143","1143","1143","1.9506384134292603","1.9506384134292603","1.9506384134292603"
"28650","1145","1145","1145","1.942071795463562","1.942071795463562","1.942071795463562"
"28700","1147","1147","1147","1.962354063987732","1.962354063987732","1.962354063987732"
"28750","1149","1149","1149","1.954971432685852","1.954971432685852","1.954971432685852"
"28800","1151","1151","1151","1.9461925029754639","1.9461925029754639","1.9461925029754639"
"28850","1153","1153","1153","1.951933741569519","1.951933741569519","1.951933741569519"
"28900","1155","1155","1155","1.9274845123291016","1.9274845123291016","1.9274845123291016"
"28950","1157","1157","1157","1.9504904747009277","1.9504904747009277","1.9504904747009277"
"29000","1159","1159","1159","1.941057801246643","1.941057801246643","1.941057801246643"
"29050","1161","1161","1161","1.9357014894485474","1.9357014894485474","1.9357014894485474"
"29100","1163","1163","1163","1.9424599409103394","1.9424599409103394","1.9424599409103394"
"29150","1165","1165","1165","1.9606702327728271","1.9606702327728271","1.9606702327728271"
"29200","1167","1167","1167","1.9817514419555664","1.9817514419555664","1.9817514419555664"
"29250","1169","1169","1169","1.9896525144577026","1.9896525144577026","1.9896525144577026"
"29300","1171","1171","1171","1.974724292755127","1.974724292755127","1.974724292755127"
"29350","1173","1173","1173","1.9403996467590332","1.9403996467590332","1.9403996467590332"
"29400","1175","1175","1175","1.9655401706695557","1.9655401706695557","1.9655401706695557"
"29450","1177","1177","1177","1.951372504234314","1.951372504234314","1.951372504234314"
"29500","1179","1179","1179","1.989058256149292","1.989058256149292","1.989058256149292"
"29550","1181","1181","1181","2.035301923751831","2.035301923751831","2.035301923751831"
"29600","1183","1183","1183","2.047395944595337","2.047395944595337","2.047395944595337"
"29650","1185","1185","1185","1.992235541343689","1.992235541343689","1.992235541343689"
"29700","1187","1187","1187","2.0061216354370117","2.0061216354370117","2.0061216354370117"
"29750","1189","1189","1189","2.023444414138794","2.023444414138794","2.023444414138794"
"29800","1191","1191","1191","2.015859365463257","2.015859365463257","2.015859365463257"
"29850","1193","1193","1193","2.009836196899414","2.009836196899414","2.009836196899414"
"29900","1195","1195","1195","1.9727104902267456","1.9727104902267456","1.9727104902267456"
"29950","1197","1197","1197","1.9604928493499756","1.9604928493499756","1.9604928493499756"
"30000","1199","1199","1199","1.95969557762146","1.95969557762146","1.95969557762146"
"30050","1201","1201","1201","1.9845941066741943","1.9845941066741943","1.9845941066741943"
"30100","1203","1203","1203","1.936558485031128","1.936558485031128","1.936558485031128"
"30150","1205","1205","1205","1.957939863204956","1.957939863204956","1.957939863204956"
"30200","1207","1207","1207","1.9693480730056763","1.9693480730056763","1.9693480730056763"
"30250","1209","1209","1209","1.9641201496124268","1.9641201496124268","1.9641201496124268"
"30300","1211","1211","1211","1.95826256275177","1.95826256275177","1.95826256275177"
"30350","1213","1213","1213","1.9597960710525513","1.9597960710525513","1.9597960710525513"
"30400","1215","1215","1215","1.9675780534744263","1.9675780534744263","1.9675780534744263"
"30450","1217","1217","1217","1.9674125909805298","1.9674125909805298","1.9674125909805298"
"30500","1219","1219","1219","1.9902204275131226","1.9902204275131226","1.9902204275131226"
"30550","1221","1221","1221","1.9744079113006592","1.9744079113006592","1.9744079113006592"
"30600","1223","1223","1223","2.0040550231933594","2.0040550231933594","2.0040550231933594"
"30650","1225","1225","1225","1.9833999872207642","1.9833999872207642","1.9833999872207642"
"30700","1227","1227","1227","1.9665110111236572","1.9665110111236572","1.9665110111236572"
"30750","1229","1229","1229","1.9728586673736572","1.9728586673736572","1.9728586673736572"
"30800","1231","1231","1231","1.9719654321670532","1.9719654321670532","1.9719654321670532"
"30850","1233","1233","1233","2.030769109725952","2.030769109725952","2.030769109725952"
"30900","1235","1235","1235","2.0279598236083984","2.0279598236083984","2.0279598236083984"
"30950","1237","1237","1237","2.0218021869659424","2.0218021869659424","2.0218021869659424"
"31000","1239","1239","1239","2.0455322265625","2.0455322265625","2.0455322265625"
"31050","1241","1241","1241","2.0508623123168945","2.0508623123168945","2.0508623123168945"
"31100","1243","1243","1243","2.041400194168091","2.041400194168091","2.041400194168091"
"31150","1245","1245","1245","2.0044496059417725","2.0044496059417725","2.0044496059417725"
"31200","1247","1247","1247","2.0228893756866455","2.0228893756866455","2.0228893756866455"
"31250","1249","1249","1249","2.014892339706421","2.014892339706421","2.014892339706421"
"31300","1251","1251","1251","1.9865248203277588","1.9865248203277588","1.9865248203277588"
"31350","1253","1253","1253","1.980040431022644","1.980040431022644","1.980040431022644"
"31400","1255","1255","1255","1.9634475708007812","1.9634475708007812","1.9634475708007812"
"31450","1257","1257","1257","1.983946442604065","1.983946442604065","1.983946442604065"
"31500","1259","1259","1259","1.9635367393493652","1.9635367393493652","1.9635367393493652"
"31550","1261","1261","1261","1.9616758823394775","1.9616758823394775","1.9616758823394775"
"31600","1263","1263","1263","1.971001386642456","1.971001386642456","1.971001386642456"
"31650","1265","1265","1265","1.982362151145935","1.982362151145935","1.982362151145935"
"31700","1267","1267","1267","1.9486726522445679","1.9486726522445679","1.9486726522445679"
"31750","1269","1269","1269","2.013005495071411","2.013005495071411","2.013005495071411"
"31800","1271","1271","1271","1.990929126739502","1.990929126739502","1.990929126739502"
"31850","1273","1273","1273","1.9753029346466064","1.9753029346466064","1.9753029346466064"
"31900","1275","1275","1275","1.9838271141052246","1.9838271141052246","1.9838271141052246"
"31950","1277","1277","1277","2.004744529724121","2.004744529724121","2.004744529724121"
"32000","1279","1279","1279","1.9891986846923828","1.9891986846923828","1.9891986846923828"
"32050","1281","1281","1281","1.985683560371399","1.985683560371399","1.985683560371399"
"32100","1283","1283","1283","1.9702728986740112","1.9702728986740112","1.9702728986740112"
"32150","1285","1285","1285","2.05621600151062","2.05621600151062","2.05621600151062"
"32200","1287","1287","1287","2.028830051422119","2.028830051422119","2.028830051422119"
"32250","1289","1289","1289","2.0270140171051025","2.0270140171051025","2.0270140171051025"
"32300","1291","1291","1291","2.0438313484191895","2.0438313484191895","2.0438313484191895"
"32350","1293","1293","1293","2.0344090461730957","2.0344090461730957","2.0344090461730957"
"32400","1295","1295","1295","2.0616238117218018","2.0616238117218018","2.0616238117218018"
"32450","1297","1297","1297","2.046546220779419","2.046546220779419","2.046546220779419"
"32500","1299","1299","1299","2.031482696533203","2.031482696533203","2.031482696533203"
"32550","1301","1301","1301","1.9891384840011597","1.9891384840011597","1.9891384840011597"
"32600","1303","1303","1303","2.0084705352783203","2.0084705352783203","2.0084705352783203"
"32650","1305","1305","1305","1.9989649057388306","1.9989649057388306","1.9989649057388306"
"32700","1307","1307","1307","2.00140643119812","2.00140643119812","2.00140643119812"
"32750","1309","1309","1309","2.0210087299346924","2.0210087299346924","2.0210087299346924"
"32800","1311","1311","1311","2.014206647872925","2.014206647872925","2.014206647872925"
"32850","1313","1313","1313","2.0175163745880127","2.0175163745880127","2.0175163745880127"
"32900","1315","1315","1315","1.9804271459579468","1.9804271459579468","1.9804271459579468"
"32950","1317","1317","1317","1.9972784519195557","1.9972784519195557","1.9972784519195557"
"33000","1319","1319","1319","1.9639884233474731","1.9639884233474731","1.9639884233474731"
"33050","1321","1321","1321","2.014749526977539","2.014749526977539","2.014749526977539"
"33100","1323","1323","1323","1.997544527053833","1.997544527053833","1.997544527053833"
"33150","1325","1325","1325","1.9760947227478027","1.9760947227478027","1.9760947227478027"
"33200","1327","1327","1327","1.983449935913086","1.983449935913086","1.983449935913086"
"33250","1329","1329","1329","1.9951608180999756","1.9951608180999756","1.9951608180999756"
"33300","1331","1331","1331","1.971061110496521","1.971061110496521","1.971061110496521"
"33350","1333","1333","1333","1.995339035987854","1.995339035987854","1.995339035987854"
"33400","1335","1335","1335","1.9753806591033936","1.9753806591033936","1.9753806591033936"
"33450","1337","1337","1337","2.045576572418213","2.045576572418213","2.045576572418213"
"33500","1339","1339","1339","2.0715396404266357","2.0715396404266357","2.0715396404266357"
"33550","1341","1341","1341","2.064375638961792","2.064375638961792","2.064375638961792"
"33600","1343","1343","1343","2.049783229827881","2.049783229827881","2.049783229827881"
"33650","1345","1345","1345","2.02872896194458","2.02872896194458","2.02872896194458"
"33700","1347","1347","1347","2.0570566654205322","2.0570566654205322","2.0570566654205322"
"33750","1349","1349","1349","2.025059700012207","2.025059700012207","2.025059700012207"
"33800","1351","1351","1351","2.009314775466919","2.009314775466919","2.009314775466919"
"33850","1353","1353","1353","2.0389108657836914","2.0389108657836914","2.0389108657836914"
"33900","1355","1355","1355","2.0034995079040527","2.0034995079040527","2.0034995079040527"
"33950","1357","1357","1357","2.056279420852661","2.056279420852661","2.056279420852661"
"34000","1359","1359","1359","2.0519871711730957","2.0519871711730957","2.0519871711730957"
"34050","1361","1361","1361","2.0003042221069336","2.0003042221069336","2.0003042221069336"
"34100","1363","1363","1363","2.0344748497009277","2.0344748497009277","2.0344748497009277"
"34150","1365","1365","1365","2.0110023021698","2.0110023021698","2.0110023021698"
"34200","1367","1367","1367","2.00774884223938","2.00774884223938","2.00774884223938"
"34250","1369","1369","1369","2.017887830734253","2.017887830734253","2.017887830734253"
"34300","1371","1371","1371","1.9721509218215942","1.9721509218215942","1.9721509218215942"
"34350","1373","1373","1373","2.0166730880737305","2.0166730880737305","2.0166730880737305"
"34400","1375","1375","1375","1.9980696439743042","1.9980696439743042","1.9980696439743042"
"34450","1377","1377","1377","1.9959126710891724","1.9959126710891724","1.9959126710891724"
"34500","1379","1379","1379","2.005201816558838","2.005201816558838","2.005201816558838"
"34550","1381","1381","1381","1.9780791997909546","1.9780791997909546","1.9780791997909546"
"34600","1383","1383","1383","2.0151994228363037","2.0151994228363037","2.0151994228363037"
"34650","1385","1385","1385","2.004469394683838","2.004469394683838","2.004469394683838"
"34700","1387","1387","1387","1.989755392074585","1.989755392074585","1.989755392074585"
"34750","1389","1389","1389","2.0895285606384277","2.0895285606384277","2.0895285606384277"
"34800","1391","1391","1391","2.0263264179229736","2.0263264179229736","2.0263264179229736"
"34850","1393","1393","1393","2.057816982269287","2.057816982269287","2.057816982269287"
"34900","1395","1395","1395","2.0539541244506836","2.0539541244506836","2.0539541244506836"
"34950","1397","1397","1397","2.010920524597168","2.010920524597168","2.010920524597168"
"35000","1399","1399","1399","2.053642988204956","2.053642988204956","2.053642988204956"
"35050","1401","1401","1401","2.007033348083496","2.007033348083496","2.007033348083496"
"35100","1403","1403","1403","2.032073736190796","2.032073736190796","2.032073736190796"
"35150","1405","1405","1405","2.068777322769165","2.068777322769165","2.068777322769165"
"35200","1407","1407","1407","2.0691187381744385","2.0691187381744385","2.0691187381744385"
"35250","1409","1409","1409","2.0676519870758057","2.0676519870758057","2.0676519870758057"
"35300","1411","1411","1411","2.052520513534546","2.052520513534546","2.052520513534546"
"35350","1413","1413","1413","2.0933260917663574","2.0933260917663574","2.0933260917663574"
"35400","1415","1415","1415","2.063044309616089","2.063044309616089","2.063044309616089"
"35450","1417","1417","1417","2.044715404510498","2.044715404510498","2.044715404510498"
"35500","1419","1419","1419","2.06034255027771","2.06034255027771","2.06034255027771"
"35550","1421","1421","1421","2.037961006164551","2.037961006164551","2.037961006164551"
"35600","1423","1423","1423","1.983468770980835","1.983468770980835","1.983468770980835"
"35650","1425","1425","1425","2.016883134841919","2.016883134841919","2.016883134841919"
"35700","1427","1427","1427","2.042642593383789","2.042642593383789","2.042642593383789"
"35750","1429","1429","1429","2.017287492752075","2.017287492752075","2.017287492752075"
"35800","1431","1431","1431","2.0227088928222656","2.0227088928222656","2.0227088928222656"
"35850","1433","1433","1433","2.014878034591675","2.014878034591675","2.014878034591675"
"35900","1435","1435","1435","2.012600898742676","2.012600898742676","2.012600898742676"
"35950","1437","1437","1437","1.9973419904708862","1.9973419904708862","1.9973419904708862"
"36000","1439","1439","1439","2.004038095474243","2.004038095474243","2.004038095474243"
"36050","1441","1441","1441","2.0866827964782715","2.0866827964782715","2.0866827964782715"
"36100","1443","1443","1443","2.0526576042175293","2.0526576042175293","2.0526576042175293"
"36150","1445","1445","1445","2.037395477294922","2.037395477294922","2.037395477294922"
"36200","1447","1447","1447","2.035181999206543","2.035181999206543","2.035181999206543"
