"train/global_step","./llama_results_packing - _step","./llama_results_packing - _step__MIN","./llama_results_packing - _step__MAX","./llama_results_packing - eval/loss","./llama_results_packing - eval/loss__MIN","./llama_results_packing - eval/loss__MAX"
"17750","709","709","709","1.8163836002349854","1.8163836002349854","1.8163836002349854"
"17800","711","711","711","1.8145382404327393","1.8145382404327393","1.8145382404327393"
"17850","713","713","713","1.8108726739883423","1.8108726739883423","1.8108726739883423"
"17900","715","715","715","1.8124148845672607","1.8124148845672607","1.8124148845672607"
"17950","717","717","717","1.8096871376037598","1.8096871376037598","1.8096871376037598"
"18000","719","719","719","1.7986772060394287","1.7986772060394287","1.7986772060394287"
"18050","721","721","721","1.8017323017120361","1.8017323017120361","1.8017323017120361"
"18100","723","723","723","1.8131839036941528","1.8131839036941528","1.8131839036941528"
"18150","725","725","725","1.8147939443588257","1.8147939443588257","1.8147939443588257"
"18200","727","727","727","1.7908539772033691","1.7908539772033691","1.7908539772033691"
"18250","729","729","729","1.7907623052597046","1.7907623052597046","1.7907623052597046"
"18300","731","731","731","1.824897050857544","1.824897050857544","1.824897050857544"
"18350","733","733","733","1.8604419231414795","1.8604419231414795","1.8604419231414795"
"18400","735","735","735","1.8491547107696533","1.8491547107696533","1.8491547107696533"
"18450","737","737","737","1.8550091981887817","1.8550091981887817","1.8550091981887817"
"18500","739","739","739","1.8551665544509888","1.8551665544509888","1.8551665544509888"
"18550","741","741","741","1.840234398841858","1.840234398841858","1.840234398841858"
"18600","743","743","743","1.8559857606887817","1.8559857606887817","1.8559857606887817"
"18650","745","745","745","1.85382080078125","1.85382080078125","1.85382080078125"
"18700","747","747","747","1.8512176275253296","1.8512176275253296","1.8512176275253296"
"18750","749","749","749","1.8542896509170532","1.8542896509170532","1.8542896509170532"
"18800","751","751","751","1.8340084552764893","1.8340084552764893","1.8340084552764893"
"18850","753","753","753","1.8386454582214355","1.8386454582214355","1.8386454582214355"
"18900","755","755","755","1.8347728252410889","1.8347728252410889","1.8347728252410889"
"18950","757","757","757","1.84390127658844","1.84390127658844","1.84390127658844"
"19000","759","759","759","1.8343350887298584","1.8343350887298584","1.8343350887298584"
"19050","761","761","761","1.8385059833526611","1.8385059833526611","1.8385059833526611"
"19100","763","763","763","1.8408328294754028","1.8408328294754028","1.8408328294754028"
"19150","765","765","765","1.8422446250915527","1.8422446250915527","1.8422446250915527"
"19200","767","767","767","1.808731198310852","1.808731198310852","1.808731198310852"
"19250","769","769","769","1.8295172452926636","1.8295172452926636","1.8295172452926636"
"19300","771","771","771","1.8253388404846191","1.8253388404846191","1.8253388404846191"
"19350","773","773","773","1.8181284666061401","1.8181284666061401","1.8181284666061401"
"19400","775","775","775","1.8123779296875","1.8123779296875","1.8123779296875"
"19450","777","777","777","1.8161486387252808","1.8161486387252808","1.8161486387252808"
"19500","779","779","779","1.8176754713058472","1.8176754713058472","1.8176754713058472"
"19550","781","781","781","1.860812783241272","1.860812783241272","1.860812783241272"
"19600","783","783","783","1.873018503189087","1.873018503189087","1.873018503189087"
"19650","785","785","785","1.8697519302368164","1.8697519302368164","1.8697519302368164"
"19700","787","787","787","1.8737784624099731","1.8737784624099731","1.8737784624099731"
"19750","789","789","789","1.8457245826721191","1.8457245826721191","1.8457245826721191"
"19800","791","791","791","1.859545350074768","1.859545350074768","1.859545350074768"
"19850","793","793","793","1.8479013442993164","1.8479013442993164","1.8479013442993164"
"19900","795","795","795","1.8533605337142944","1.8533605337142944","1.8533605337142944"
"19950","797","797","797","1.8383104801177979","1.8383104801177979","1.8383104801177979"
"20000","799","799","799","1.8944543600082397","1.8944543600082397","1.8944543600082397"
"20050","801","801","801","1.8458130359649658","1.8458130359649658","1.8458130359649658"
"20100","803","803","803","1.876665472984314","1.876665472984314","1.876665472984314"
"20150","805","805","805","1.8531464338302612","1.8531464338302612","1.8531464338302612"
"20200","807","807","807","1.8508734703063965","1.8508734703063965","1.8508734703063965"
"20250","809","809","809","1.8631784915924072","1.8631784915924072","1.8631784915924072"
"20300","811","811","811","1.8541185855865479","1.8541185855865479","1.8541185855865479"
"20350","813","813","813","1.8655405044555664","1.8655405044555664","1.8655405044555664"
"20400","815","815","815","1.8347147703170776","1.8347147703170776","1.8347147703170776"
"20450","817","817","817","1.8435535430908203","1.8435535430908203","1.8435535430908203"
"20500","819","819","819","1.838296890258789","1.838296890258789","1.838296890258789"
"20550","821","821","821","1.846047043800354","1.846047043800354","1.846047043800354"
"20600","823","823","823","1.8126083612442017","1.8126083612442017","1.8126083612442017"
"20650","825","825","825","1.8457766771316528","1.8457766771316528","1.8457766771316528"
"20700","827","827","827","1.8207486867904663","1.8207486867904663","1.8207486867904663"
"20750","829","829","829","1.8329613208770752","1.8329613208770752","1.8329613208770752"
"20800","831","831","831","1.8832650184631348","1.8832650184631348","1.8832650184631348"
"20850","833","833","833","1.8656632900238037","1.8656632900238037","1.8656632900238037"
"20900","835","835","835","1.8701188564300537","1.8701188564300537","1.8701188564300537"
"20950","837","837","837","1.8691977262496948","1.8691977262496948","1.8691977262496948"
"21000","839","839","839","1.8668396472930908","1.8668396472930908","1.8668396472930908"
"21050","841","841","841","1.8514140844345093","1.8514140844345093","1.8514140844345093"
"21100","843","843","843","1.851337194442749","1.851337194442749","1.851337194442749"
"21150","845","845","845","1.8649823665618896","1.8649823665618896","1.8649823665618896"
"21200","847","847","847","1.8490773439407349","1.8490773439407349","1.8490773439407349"
"21250","849","849","849","1.9117430448532104","1.9117430448532104","1.9117430448532104"
"21300","851","851","851","1.89786958694458","1.89786958694458","1.89786958694458"
"21350","853","853","853","1.8899799585342407","1.8899799585342407","1.8899799585342407"
"21400","855","855","855","1.8977094888687134","1.8977094888687134","1.8977094888687134"
"21450","857","857","857","1.8932201862335205","1.8932201862335205","1.8932201862335205"
"21500","859","859","859","1.8864182233810425","1.8864182233810425","1.8864182233810425"
"21550","861","861","861","1.8750194311141968","1.8750194311141968","1.8750194311141968"
"21600","863","863","863","1.8898060321807861","1.8898060321807861","1.8898060321807861"
"21650","865","865","865","1.8623907566070557","1.8623907566070557","1.8623907566070557"
"21700","867","867","867","1.8681790828704834","1.8681790828704834","1.8681790828704834"
"21750","869","869","869","1.8595277070999146","1.8595277070999146","1.8595277070999146"
"21800","871","871","871","1.8583650588989258","1.8583650588989258","1.8583650588989258"
"21850","873","873","873","1.8492183685302734","1.8492183685302734","1.8492183685302734"
"21900","875","875","875","1.8445637226104736","1.8445637226104736","1.8445637226104736"
"21950","877","877","877","1.847634196281433","1.847634196281433","1.847634196281433"
"22000","879","879","879","1.8460683822631836","1.8460683822631836","1.8460683822631836"
"22050","881","881","881","1.907057523727417","1.907057523727417","1.907057523727417"
"22100","883","883","883","1.8743767738342285","1.8743767738342285","1.8743767738342285"
"22150","885","885","885","1.8663016557693481","1.8663016557693481","1.8663016557693481"
"22200","887","887","887","1.8839662075042725","1.8839662075042725","1.8839662075042725"
"22250","889","889","889","1.8854023218154907","1.8854023218154907","1.8854023218154907"
"22300","891","891","891","1.8840211629867554","1.8840211629867554","1.8840211629867554"
"22350","893","893","893","1.876174807548523","1.876174807548523","1.876174807548523"
"22400","895","895","895","1.8547452688217163","1.8547452688217163","1.8547452688217163"
"22450","897","897","897","1.868994951248169","1.868994951248169","1.868994951248169"
"22500","899","899","899","1.9086425304412842","1.9086425304412842","1.9086425304412842"
"22550","901","901","901","1.9158064126968384","1.9158064126968384","1.9158064126968384"
"22600","903","903","903","1.9271867275238037","1.9271867275238037","1.9271867275238037"
"22650","905","905","905","1.926348328590393","1.926348328590393","1.926348328590393"
"22700","907","907","907","1.9293599128723145","1.9293599128723145","1.9293599128723145"
"22750","909","909","909","1.9355531930923462","1.9355531930923462","1.9355531930923462"
"22800","911","911","911","1.9086591005325317","1.9086591005325317","1.9086591005325317"
"22850","913","913","913","1.9267354011535645","1.9267354011535645","1.9267354011535645"
"22900","915","915","915","1.8720673322677612","1.8720673322677612","1.8720673322677612"
"22950","917","917","917","1.874749779701233","1.874749779701233","1.874749779701233"
"23000","919","919","919","1.878442406654358","1.878442406654358","1.878442406654358"
"23050","921","921","921","1.8657302856445312","1.8657302856445312","1.8657302856445312"
"23100","923","923","923","1.8812474012374878","1.8812474012374878","1.8812474012374878"
"23150","925","925","925","1.8687242269515991","1.8687242269515991","1.8687242269515991"
"23200","927","927","927","1.877689003944397","1.877689003944397","1.877689003944397"
"23250","929","929","929","1.8768049478530884","1.8768049478530884","1.8768049478530884"
"23300","931","931","931","1.9180659055709839","1.9180659055709839","1.9180659055709839"
"23350","933","933","933","1.8937357664108276","1.8937357664108276","1.8937357664108276"
"23400","935","935","935","1.906787395477295","1.906787395477295","1.906787395477295"
"23450","937","937","937","1.8749384880065918","1.8749384880065918","1.8749384880065918"
"23500","939","939","939","1.8889245986938477","1.8889245986938477","1.8889245986938477"
"23550","941","941","941","1.8803895711898804","1.8803895711898804","1.8803895711898804"
"23600","943","943","943","1.8756190538406372","1.8756190538406372","1.8756190538406372"
"23650","945","945","945","1.8561432361602783","1.8561432361602783","1.8561432361602783"
"23700","947","947","947","1.8656069040298462","1.8656069040298462","1.8656069040298462"
"23750","949","949","949","1.9497644901275635","1.9497644901275635","1.9497644901275635"
"23800","951","951","951","1.9428268671035767","1.9428268671035767","1.9428268671035767"
"23850","953","953","953","1.932112693786621","1.932112693786621","1.932112693786621"
"23900","955","955","955","1.939507007598877","1.939507007598877","1.939507007598877"
"23950","957","957","957","1.9389402866363525","1.9389402866363525","1.9389402866363525"
"24000","959","959","959","1.9109857082366943","1.9109857082366943","1.9109857082366943"
"24050","961","961","961","1.9148343801498413","1.9148343801498413","1.9148343801498413"
"24100","963","963","963","1.9470860958099365","1.9470860958099365","1.9470860958099365"
"24150","965","965","965","1.8973438739776611","1.8973438739776611","1.8973438739776611"
"24200","967","967","967","1.910112977027893","1.910112977027893","1.910112977027893"
"24250","969","969","969","1.8786444664001465","1.8786444664001465","1.8786444664001465"
"24300","971","971","971","1.8918591737747192","1.8918591737747192","1.8918591737747192"
"24350","973","973","973","1.892469882965088","1.892469882965088","1.892469882965088"
"24400","975","975","975","1.902328372001648","1.902328372001648","1.902328372001648"
"24450","977","977","977","1.8908641338348389","1.8908641338348389","1.8908641338348389"
"24500","979","979","979","1.886002779006958","1.886002779006958","1.886002779006958"
"24550","981","981","981","1.9240225553512573","1.9240225553512573","1.9240225553512573"
"24600","983","983","983","1.899665117263794","1.899665117263794","1.899665117263794"
"24650","985","985","985","1.904128909111023","1.904128909111023","1.904128909111023"
"24700","987","987","987","1.9029756784439087","1.9029756784439087","1.9029756784439087"
"24750","989","989","989","1.8897778987884521","1.8897778987884521","1.8897778987884521"
"24800","991","991","991","1.9148911237716675","1.9148911237716675","1.9148911237716675"
"24850","993","993","993","1.8921083211898804","1.8921083211898804","1.8921083211898804"
"24900","995","995","995","1.882637619972229","1.882637619972229","1.882637619972229"
"24950","997","997","997","1.900503158569336","1.900503158569336","1.900503158569336"
"25000","999","999","999","1.9720970392227173","1.9720970392227173","1.9720970392227173"
"25050","1001","1001","1001","1.957196831703186","1.957196831703186","1.957196831703186"
"25100","1003","1003","1003","1.9823100566864014","1.9823100566864014","1.9823100566864014"
"25150","1005","1005","1005","1.9472050666809082","1.9472050666809082","1.9472050666809082"
"25200","1007","1007","1007","1.9288296699523926","1.9288296699523926","1.9288296699523926"
"25250","1009","1009","1009","1.9384452104568481","1.9384452104568481","1.9384452104568481"
"25300","1011","1011","1011","1.9343616962432861","1.9343616962432861","1.9343616962432861"
"25350","1013","1013","1013","1.967300295829773","1.967300295829773","1.967300295829773"
"25400","1015","1015","1015","1.9340786933898926","1.9340786933898926","1.9340786933898926"
"25450","1017","1017","1017","1.9117478132247925","1.9117478132247925","1.9117478132247925"
"25500","1019","1019","1019","1.9310284852981567","1.9310284852981567","1.9310284852981567"
"25550","1021","1021","1021","1.919129729270935","1.919129729270935","1.919129729270935"
"25600","1023","1023","1023","1.931434154510498","1.931434154510498","1.931434154510498"
"25650","1025","1025","1025","1.9103080034255981","1.9103080034255981","1.9103080034255981"
"25700","1027","1027","1027","1.9037317037582397","1.9037317037582397","1.9037317037582397"
"25750","1029","1029","1029","1.9163181781768799","1.9163181781768799","1.9163181781768799"
"25800","1031","1031","1031","1.9223952293395996","1.9223952293395996","1.9223952293395996"
"25850","1033","1033","1033","1.896681547164917","1.896681547164917","1.896681547164917"
"25900","1035","1035","1035","1.9476486444473267","1.9476486444473267","1.9476486444473267"
"25950","1037","1037","1037","1.8871172666549683","1.8871172666549683","1.8871172666549683"
"26000","1039","1039","1039","1.913069486618042","1.913069486618042","1.913069486618042"
"26050","1041","1041","1041","1.9020905494689941","1.9020905494689941","1.9020905494689941"
"26100","1043","1043","1043","1.9115864038467407","1.9115864038467407","1.9115864038467407"
"26150","1045","1045","1045","1.9103766679763794","1.9103766679763794","1.9103766679763794"
"26200","1047","1047","1047","1.9350993633270264","1.9350993633270264","1.9350993633270264"
"26250","1049","1049","1049","1.9724152088165283","1.9724152088165283","1.9724152088165283"
"26300","1051","1051","1051","1.9417556524276733","1.9417556524276733","1.9417556524276733"
"26350","1053","1053","1053","1.941554069519043","1.941554069519043","1.941554069519043"
"26400","1055","1055","1055","1.9791061878204346","1.9791061878204346","1.9791061878204346"
"26450","1057","1057","1057","1.9514602422714233","1.9514602422714233","1.9514602422714233"
"26500","1059","1059","1059","1.9629223346710205","1.9629223346710205","1.9629223346710205"
"26550","1061","1061","1061","1.943530559539795","1.943530559539795","1.943530559539795"
"26600","1063","1063","1063","1.9309520721435547","1.9309520721435547","1.9309520721435547"
"26650","1065","1065","1065","1.9532378911972046","1.9532378911972046","1.9532378911972046"
"26700","1067","1067","1067","1.9288256168365479","1.9288256168365479","1.9288256168365479"
"26750","1069","1069","1069","1.9506324529647827","1.9506324529647827","1.9506324529647827"
"26800","1071","1071","1071","1.9412304162979126","1.9412304162979126","1.9412304162979126"
"26850","1073","1073","1073","1.936791181564331","1.936791181564331","1.936791181564331"
"26900","1075","1075","1075","1.9144805669784546","1.9144805669784546","1.9144805669784546"
"26950","1077","1077","1077","1.9227081537246704","1.9227081537246704","1.9227081537246704"
"27000","1079","1079","1079","1.9284920692443848","1.9284920692443848","1.9284920692443848"
"27050","1081","1081","1081","1.9264684915542603","1.9264684915542603","1.9264684915542603"
"27100","1083","1083","1083","1.929398536682129","1.929398536682129","1.929398536682129"
"27150","1085","1085","1085","1.933627724647522","1.933627724647522","1.933627724647522"
"27200","1087","1087","1087","1.9124222993850708","1.9124222993850708","1.9124222993850708"
"27250","1089","1089","1089","1.9209040403366089","1.9209040403366089","1.9209040403366089"
"27300","1091","1091","1091","1.9170535802841187","1.9170535802841187","1.9170535802841187"
"27350","1093","1093","1093","1.9179737567901611","1.9179737567901611","1.9179737567901611"
"27400","1095","1095","1095","1.932904839515686","1.932904839515686","1.932904839515686"
"27450","1097","1097","1097","1.9659217596054077","1.9659217596054077","1.9659217596054077"
"27500","1099","1099","1099","1.9649680852890015","1.9649680852890015","1.9649680852890015"
"27550","1101","1101","1101","1.9692696332931519","1.9692696332931519","1.9692696332931519"
"27600","1103","1103","1103","1.9901238679885864","1.9901238679885864","1.9901238679885864"
"27650","1105","1105","1105","1.9863357543945312","1.9863357543945312","1.9863357543945312"
"27700","1107","1107","1107","1.9844969511032104","1.9844969511032104","1.9844969511032104"
"27750","1109","1109","1109","1.9523719549179077","1.9523719549179077","1.9523719549179077"
"27800","1111","1111","1111","1.934590458869934","1.934590458869934","1.934590458869934"
"27850","1113","1113","1113","1.9355013370513916","1.9355013370513916","1.9355013370513916"
"27900","1115","1115","1115","1.9700109958648682","1.9700109958648682","1.9700109958648682"
"27950","1117","1117","1117","1.9531642198562622","1.9531642198562622","1.9531642198562622"
"28000","1119","1119","1119","2.0072731971740723","2.0072731971740723","2.0072731971740723"
"28050","1121","1121","1121","1.957396149635315","1.957396149635315","1.957396149635315"
"28100","1123","1123","1123","1.9726123809814453","1.9726123809814453","1.9726123809814453"
"28150","1125","1125","1125","1.946004033088684","1.946004033088684","1.946004033088684"
"28200","1127","1127","1127","1.964618444442749","1.964618444442749","1.964618444442749"
"28250","1129","1129","1129","1.957696557044983","1.957696557044983","1.957696557044983"
"28300","1131","1131","1131","1.951303482055664","1.951303482055664","1.951303482055664"
"28350","1133","1133","1133","1.9482998847961426","1.9482998847961426","1.9482998847961426"
"28400","1135","1135","1135","1.9403821229934692","1.9403821229934692","1.9403821229934692"
"28450","1137","1137","1137","1.9310877323150635","1.9310877323150635","1.9310877323150635"
"28500","1139","1139","1139","1.9429038763046265","1.9429038763046265","1.9429038763046265"
"28550","1141","1141","1141","1.9116864204406738","1.9116864204406738","1.9116864204406738"
"28600","1143","1143","1143","1.9276704788208008","1.9276704788208008","1.9276704788208008"
"28650","1145","1145","1145","1.9049266576766968","1.9049266576766968","1.9049266576766968"
"28700","1147","1147","1147","2.020094156265259","2.020094156265259","2.020094156265259"
"28750","1149","1149","1149","1.9864473342895508","1.9864473342895508","1.9864473342895508"
"28800","1151","1151","1151","1.973341464996338","1.973341464996338","1.973341464996338"
"28850","1153","1153","1153","1.9875411987304688","1.9875411987304688","1.9875411987304688"
"28900","1155","1155","1155","1.9758650064468384","1.9758650064468384","1.9758650064468384"
"28950","1157","1157","1157","1.9825047254562378","1.9825047254562378","1.9825047254562378"
"29000","1159","1159","1159","1.9705873727798462","1.9705873727798462","1.9705873727798462"
"29050","1161","1161","1161","1.9823126792907715","1.9823126792907715","1.9823126792907715"
"29100","1163","1163","1163","1.9506042003631592","1.9506042003631592","1.9506042003631592"
"29150","1165","1165","1165","1.98969566822052","1.98969566822052","1.98969566822052"
"29200","1167","1167","1167","2.013150930404663","2.013150930404663","2.013150930404663"
"29250","1169","1169","1169","1.9719409942626953","1.9719409942626953","1.9719409942626953"
"29300","1171","1171","1171","1.9941860437393188","1.9941860437393188","1.9941860437393188"
"29350","1173","1173","1173","1.9722917079925537","1.9722917079925537","1.9722917079925537"
"29400","1175","1175","1175","1.9717140197753906","1.9717140197753906","1.9717140197753906"
"29450","1177","1177","1177","1.9932279586791992","1.9932279586791992","1.9932279586791992"
"29500","1179","1179","1179","1.981703519821167","1.981703519821167","1.981703519821167"
"29550","1181","1181","1181","1.9744360446929932","1.9744360446929932","1.9744360446929932"
"29600","1183","1183","1183","1.9499868154525757","1.9499868154525757","1.9499868154525757"
"29650","1185","1185","1185","1.9346544742584229","1.9346544742584229","1.9346544742584229"
"29700","1187","1187","1187","1.9448710680007935","1.9448710680007935","1.9448710680007935"
"29750","1189","1189","1189","1.9370793104171753","1.9370793104171753","1.9370793104171753"
"29800","1191","1191","1191","1.9505271911621094","1.9505271911621094","1.9505271911621094"
"29850","1193","1193","1193","1.9413094520568848","1.9413094520568848","1.9413094520568848"
"29900","1195","1195","1195","1.942535400390625","1.942535400390625","1.942535400390625"
"29950","1197","1197","1197","2.041215658187866","2.041215658187866","2.041215658187866"
"30000","1199","1199","1199","2.011164665222168","2.011164665222168","2.011164665222168"
"30050","1201","1201","1201","1.9847352504730225","1.9847352504730225","1.9847352504730225"
"30100","1203","1203","1203","1.9992023706436157","1.9992023706436157","1.9992023706436157"
"30150","1205","1205","1205","1.9744253158569336","1.9744253158569336","1.9744253158569336"
"30200","1207","1207","1207","1.9823591709136963","1.9823591709136963","1.9823591709136963"
"30250","1209","1209","1209","2.0094757080078125","2.0094757080078125","2.0094757080078125"
"30300","1211","1211","1211","1.9750438928604126","1.9750438928604126","1.9750438928604126"
"30350","1213","1213","1213","1.9383516311645508","1.9383516311645508","1.9383516311645508"
"30400","1215","1215","1215","2.0277469158172607","2.0277469158172607","2.0277469158172607"
"30450","1217","1217","1217","2.0043277740478516","2.0043277740478516","2.0043277740478516"
"30500","1219","1219","1219","2.0261034965515137","2.0261034965515137","2.0261034965515137"
"30550","1221","1221","1221","1.9823087453842163","1.9823087453842163","1.9823087453842163"
"30600","1223","1223","1223","2.009263515472412","2.009263515472412","2.009263515472412"
"30650","1225","1225","1225","2.0126891136169434","2.0126891136169434","2.0126891136169434"
"30700","1227","1227","1227","2.0094335079193115","2.0094335079193115","2.0094335079193115"
"30750","1229","1229","1229","2.0050764083862305","2.0050764083862305","2.0050764083862305"
"30800","1231","1231","1231","1.9796406030654907","1.9796406030654907","1.9796406030654907"
"30850","1233","1233","1233","1.964957356452942","1.964957356452942","1.964957356452942"
"30900","1235","1235","1235","1.969529628753662","1.969529628753662","1.969529628753662"
"30950","1237","1237","1237","1.963334321975708","1.963334321975708","1.963334321975708"
"31000","1239","1239","1239","1.9768251180648804","1.9768251180648804","1.9768251180648804"
"31050","1241","1241","1241","1.9401469230651855","1.9401469230651855","1.9401469230651855"
"31100","1243","1243","1243","1.9737509489059448","1.9737509489059448","1.9737509489059448"
"31150","1245","1245","1245","1.95499849319458","1.95499849319458","1.95499849319458"
"31200","1247","1247","1247","2.01937198638916","2.01937198638916","2.01937198638916"
"31250","1249","1249","1249","1.9984873533248901","1.9984873533248901","1.9984873533248901"
"31300","1251","1251","1251","1.9974472522735596","1.9974472522735596","1.9974472522735596"
"31350","1253","1253","1253","2.0033953189849854","2.0033953189849854","2.0033953189849854"
"31400","1255","1255","1255","1.9903544187545776","1.9903544187545776","1.9903544187545776"
"31450","1257","1257","1257","1.9809613227844238","1.9809613227844238","1.9809613227844238"
"31500","1259","1259","1259","2.0499179363250732","2.0499179363250732","2.0499179363250732"
"31550","1261","1261","1261","2.005096197128296","2.005096197128296","2.005096197128296"
"31600","1263","1263","1263","1.92205810546875","1.92205810546875","1.92205810546875"
"31650","1265","1265","1265","2.021575689315796","2.021575689315796","2.021575689315796"
"31700","1267","1267","1267","2.0497524738311768","2.0497524738311768","2.0497524738311768"
"31750","1269","1269","1269","2.0360312461853027","2.0360312461853027","2.0360312461853027"
"31800","1271","1271","1271","2.044740676879883","2.044740676879883","2.044740676879883"
"31850","1273","1273","1273","2.0281386375427246","2.0281386375427246","2.0281386375427246"
"31900","1275","1275","1275","2.0169644355773926","2.0169644355773926","2.0169644355773926"
"31950","1277","1277","1277","2.0227773189544678","2.0227773189544678","2.0227773189544678"
"32000","1279","1279","1279","2.0595529079437256","2.0595529079437256","2.0595529079437256"
"32050","1281","1281","1281","2.0279746055603027","2.0279746055603027","2.0279746055603027"
"32100","1283","1283","1283","1.9932926893234253","1.9932926893234253","1.9932926893234253"
"32150","1285","1285","1285","2.003385066986084","2.003385066986084","2.003385066986084"
"32200","1287","1287","1287","1.9748260974884033","1.9748260974884033","1.9748260974884033"
"32250","1289","1289","1289","1.9971007108688354","1.9971007108688354","1.9971007108688354"
"32300","1291","1291","1291","1.9848980903625488","1.9848980903625488","1.9848980903625488"
"32350","1293","1293","1293","1.9765875339508057","1.9765875339508057","1.9765875339508057"
"32400","1295","1295","1295","1.9682785272598267","1.9682785272598267","1.9682785272598267"
"32450","1297","1297","1297","2.008746385574341","2.008746385574341","2.008746385574341"
"32500","1299","1299","1299","1.9865702390670776","1.9865702390670776","1.9865702390670776"
"32550","1301","1301","1301","2.026934862136841","2.026934862136841","2.026934862136841"
"32600","1303","1303","1303","1.9953234195709229","1.9953234195709229","1.9953234195709229"
"32650","1305","1305","1305","1.9861862659454346","1.9861862659454346","1.9861862659454346"
"32700","1307","1307","1307","2.007046699523926","2.007046699523926","2.007046699523926"
"32750","1309","1309","1309","2.007054328918457","2.007054328918457","2.007054328918457"
"32800","1311","1311","1311","2.0322375297546387","2.0322375297546387","2.0322375297546387"
"32850","1313","1313","1313","1.9839205741882324","1.9839205741882324","1.9839205741882324"
"32900","1315","1315","1315","2.039464235305786","2.039464235305786","2.039464235305786"
"32950","1317","1317","1317","2.0344388484954834","2.0344388484954834","2.0344388484954834"
"33000","1319","1319","1319","2.0746090412139893","2.0746090412139893","2.0746090412139893"
"33050","1321","1321","1321","2.0906949043273926","2.0906949043273926","2.0906949043273926"
"33100","1323","1323","1323","2.022508382797241","2.022508382797241","2.022508382797241"
"33150","1325","1325","1325","2.0406851768493652","2.0406851768493652","2.0406851768493652"
"33200","1327","1327","1327","2.041868209838867","2.041868209838867","2.041868209838867"
"33250","1329","1329","1329","2.062708616256714","2.062708616256714","2.062708616256714"
"33300","1331","1331","1331","2.01497483253479","2.01497483253479","2.01497483253479"
"33350","1333","1333","1333","2.0263686180114746","2.0263686180114746","2.0263686180114746"
"33400","1335","1335","1335","2.0103375911712646","2.0103375911712646","2.0103375911712646"
"33450","1337","1337","1337","2.0165188312530518","2.0165188312530518","2.0165188312530518"
"33500","1339","1339","1339","2.0149176120758057","2.0149176120758057","2.0149176120758057"
"33550","1341","1341","1341","1.9995790719985962","1.9995790719985962","1.9995790719985962"
"33600","1343","1343","1343","2.002098321914673","2.002098321914673","2.002098321914673"
"33650","1345","1345","1345","2.0192313194274902","2.0192313194274902","2.0192313194274902"
"33700","1347","1347","1347","2.0234768390655518","2.0234768390655518","2.0234768390655518"
"33750","1349","1349","1349","2.006625175476074","2.006625175476074","2.006625175476074"
"33800","1351","1351","1351","1.9883729219436646","1.9883729219436646","1.9883729219436646"
"33850","1353","1353","1353","2.004572629928589","2.004572629928589","2.004572629928589"
"33900","1355","1355","1355","2.0091025829315186","2.0091025829315186","2.0091025829315186"
"33950","1357","1357","1357","2.016664505004883","2.016664505004883","2.016664505004883"
"34000","1359","1359","1359","2.005023241043091","2.005023241043091","2.005023241043091"
"34050","1361","1361","1361","1.9816300868988037","1.9816300868988037","1.9816300868988037"
"34100","1363","1363","1363","2.0301918983459473","2.0301918983459473","2.0301918983459473"
"34150","1365","1365","1365","2.034014940261841","2.034014940261841","2.034014940261841"
"34200","1367","1367","1367","2.045729160308838","2.045729160308838","2.045729160308838"
"34250","1369","1369","1369","2.071633815765381","2.071633815765381","2.071633815765381"
"34300","1371","1371","1371","2.0460855960845947","2.0460855960845947","2.0460855960845947"
"34350","1373","1373","1373","2.009512186050415","2.009512186050415","2.009512186050415"
"34400","1375","1375","1375","2.058306932449341","2.058306932449341","2.058306932449341"
"34450","1377","1377","1377","2.068809986114502","2.068809986114502","2.068809986114502"
"34500","1379","1379","1379","2.0412065982818604","2.0412065982818604","2.0412065982818604"
"34550","1381","1381","1381","2.0454726219177246","2.0454726219177246","2.0454726219177246"
"34600","1383","1383","1383","2.018028974533081","2.018028974533081","2.018028974533081"
"34650","1385","1385","1385","2.0498719215393066","2.0498719215393066","2.0498719215393066"
"34700","1387","1387","1387","2.0405848026275635","2.0405848026275635","2.0405848026275635"
"34750","1389","1389","1389","2.000818967819214","2.000818967819214","2.000818967819214"
"34800","1391","1391","1391","2.0130574703216553","2.0130574703216553","2.0130574703216553"
"34850","1393","1393","1393","2.029744863510132","2.029744863510132","2.029744863510132"
"34900","1395","1395","1395","2.023756980895996","2.023756980895996","2.023756980895996"
"34950","1397","1397","1397","2.023545742034912","2.023545742034912","2.023545742034912"
"35000","1399","1399","1399","2.0239462852478027","2.0239462852478027","2.0239462852478027"
"35050","1401","1401","1401","2.0478506088256836","2.0478506088256836","2.0478506088256836"
"35100","1403","1403","1403","2.005551338195801","2.005551338195801","2.005551338195801"
"35150","1405","1405","1405","2.0130863189697266","2.0130863189697266","2.0130863189697266"
"35200","1407","1407","1407","2.0134739875793457","2.0134739875793457","2.0134739875793457"
"35250","1409","1409","1409","2.024233818054199","2.024233818054199","2.024233818054199"
"35300","1411","1411","1411","1.9936999082565308","1.9936999082565308","1.9936999082565308"
"35350","1413","1413","1413","2.0874903202056885","2.0874903202056885","2.0874903202056885"
"35400","1415","1415","1415","2.079101800918579","2.079101800918579","2.079101800918579"
"35450","1417","1417","1417","2.0823259353637695","2.0823259353637695","2.0823259353637695"
"35500","1419","1419","1419","2.0674452781677246","2.0674452781677246","2.0674452781677246"
