"train/global_step","./llama_gpt_results_packing - _step","./llama_gpt_results_packing - _step__MIN","./llama_gpt_results_packing - _step__MAX","./llama_gpt_results_packing - eval/loss","./llama_gpt_results_packing - eval/loss__MIN","./llama_gpt_results_packing - eval/loss__MAX"
"18100","723","723","723","3.3266172409057617","3.3266172409057617","3.3266172409057617"
"18150","725","725","725","3.263228416442871","3.263228416442871","3.263228416442871"
"18200","727","727","727","3.482612133026123","3.482612133026123","3.482612133026123"
"18250","729","729","729","3.515625238418579","3.515625238418579","3.515625238418579"
"18300","731","731","731","3.5753021240234375","3.5753021240234375","3.5753021240234375"
"18350","733","733","733","3.4746956825256348","3.4746956825256348","3.4746956825256348"
"18400","735","735","735","3.4456608295440674","3.4456608295440674","3.4456608295440674"
"18450","737","737","737","3.4417471885681152","3.4417471885681152","3.4417471885681152"
"18500","739","739","739","3.4249494075775146","3.4249494075775146","3.4249494075775146"
"18550","741","741","741","3.492841958999634","3.492841958999634","3.492841958999634"
"18600","743","743","743","3.362633228302002","3.362633228302002","3.362633228302002"
"18650","745","745","745","3.499553680419922","3.499553680419922","3.499553680419922"
"18700","747","747","747","3.405977725982666","3.405977725982666","3.405977725982666"
"18750","749","749","749","3.5575079917907715","3.5575079917907715","3.5575079917907715"
"18800","751","751","751","3.564517021179199","3.564517021179199","3.564517021179199"
"18850","753","753","753","3.571056842803955","3.571056842803955","3.571056842803955"
"18900","755","755","755","3.618551015853882","3.618551015853882","3.618551015853882"
"18950","757","757","757","3.570814847946167","3.570814847946167","3.570814847946167"
"19000","759","759","759","3.3613569736480713","3.3613569736480713","3.3613569736480713"
"19050","761","761","761","3.563181161880493","3.563181161880493","3.563181161880493"
"19100","763","763","763","3.6342053413391113","3.6342053413391113","3.6342053413391113"
"19150","765","765","765","3.5739057064056396","3.5739057064056396","3.5739057064056396"
"19200","767","767","767","3.555016040802002","3.555016040802002","3.555016040802002"
"19250","769","769","769","3.573629140853882","3.573629140853882","3.573629140853882"
"19300","771","771","771","3.6363348960876465","3.6363348960876465","3.6363348960876465"
"19350","773","773","773","3.6377880573272705","3.6377880573272705","3.6377880573272705"
"19400","775","775","775","3.6320762634277344","3.6320762634277344","3.6320762634277344"
"19450","777","777","777","3.487478017807007","3.487478017807007","3.487478017807007"
"19500","779","779","779","3.587916612625122","3.587916612625122","3.587916612625122"
"19550","781","781","781","3.5814261436462402","3.5814261436462402","3.5814261436462402"
"19600","783","783","783","3.5916852951049805","3.5916852951049805","3.5916852951049805"
"19650","785","785","785","3.6137137413024902","3.6137137413024902","3.6137137413024902"
"19700","787","787","787","3.57572340965271","3.57572340965271","3.57572340965271"
"19750","789","789","789","3.616523504257202","3.616523504257202","3.616523504257202"
"19800","791","791","791","3.4419777393341064","3.4419777393341064","3.4419777393341064"
"19850","793","793","793","3.543616533279419","3.543616533279419","3.543616533279419"
"19900","795","795","795","3.688500165939331","3.688500165939331","3.688500165939331"
"19950","797","797","797","3.7302472591400146","3.7302472591400146","3.7302472591400146"
"20000","799","799","799","3.680565357208252","3.680565357208252","3.680565357208252"
"20050","801","801","801","3.692173957824707","3.692173957824707","3.692173957824707"
"20100","803","803","803","3.5861477851867676","3.5861477851867676","3.5861477851867676"
"20150","805","805","805","3.640087604522705","3.640087604522705","3.640087604522705"
"20200","807","807","807","3.690803050994873","3.690803050994873","3.690803050994873"
"20250","809","809","809","3.598234176635742","3.598234176635742","3.598234176635742"
"20300","811","811","811","3.5604937076568604","3.5604937076568604","3.5604937076568604"
"20350","813","813","813","3.658907651901245","3.658907651901245","3.658907651901245"
"20400","815","815","815","3.68932843208313","3.68932843208313","3.68932843208313"
"20450","817","817","817","3.633561849594116","3.633561849594116","3.633561849594116"
"20500","819","819","819","3.630472421646118","3.630472421646118","3.630472421646118"
"20550","821","821","821","3.5961177349090576","3.5961177349090576","3.5961177349090576"
"20600","823","823","823","3.4911246299743652","3.4911246299743652","3.4911246299743652"
"20650","825","825","825","3.6361660957336426","3.6361660957336426","3.6361660957336426"
"20700","827","827","827","3.56058931350708","3.56058931350708","3.56058931350708"
"20750","829","829","829","3.7530250549316406","3.7530250549316406","3.7530250549316406"
"20800","831","831","831","3.7573494911193848","3.7573494911193848","3.7573494911193848"
"20850","833","833","833","3.75300669670105","3.75300669670105","3.75300669670105"
"20900","835","835","835","3.674513101577759","3.674513101577759","3.674513101577759"
"20950","837","837","837","3.7628238201141357","3.7628238201141357","3.7628238201141357"
"21000","839","839","839","3.6192643642425537","3.6192643642425537","3.6192643642425537"
"21050","841","841","841","3.724193811416626","3.724193811416626","3.724193811416626"
"21100","843","843","843","3.6527645587921143","3.6527645587921143","3.6527645587921143"
"21150","845","845","845","3.6688692569732666","3.6688692569732666","3.6688692569732666"
"21200","847","847","847","3.688307762145996","3.688307762145996","3.688307762145996"
"21250","849","849","849","3.6929376125335693","3.6929376125335693","3.6929376125335693"
"21300","851","851","851","3.6970150470733643","3.6970150470733643","3.6970150470733643"
"21350","853","853","853","3.6295788288116455","3.6295788288116455","3.6295788288116455"
"21400","855","855","855","3.6765987873077393","3.6765987873077393","3.6765987873077393"
"21450","857","857","857","3.693012237548828","3.693012237548828","3.693012237548828"
"21500","859","859","859","3.591865062713623","3.591865062713623","3.591865062713623"
"21550","861","861","861","3.6576597690582275","3.6576597690582275","3.6576597690582275"
"21600","863","863","863","3.897459030151367","3.897459030151367","3.897459030151367"
"21650","865","865","865","3.861236333847046","3.861236333847046","3.861236333847046"
"21700","867","867","867","3.8119382858276367","3.8119382858276367","3.8119382858276367"
"21750","869","869","869","3.672966480255127","3.672966480255127","3.672966480255127"
"21800","871","871","871","3.752951145172119","3.752951145172119","3.752951145172119"
"21850","873","873","873","3.7604804039001465","3.7604804039001465","3.7604804039001465"
"21900","875","875","875","3.734278678894043","3.734278678894043","3.734278678894043"
"21950","877","877","877","3.803028106689453","3.803028106689453","3.803028106689453"
"22000","879","879","879","3.765580177307129","3.765580177307129","3.765580177307129"
"22050","881","881","881","3.764469861984253","3.764469861984253","3.764469861984253"
"22100","883","883","883","3.7732698917388916","3.7732698917388916","3.7732698917388916"
"22150","885","885","885","3.760420083999634","3.760420083999634","3.760420083999634"
"22200","887","887","887","3.718905210494995","3.718905210494995","3.718905210494995"
"22250","889","889","889","3.729238271713257","3.729238271713257","3.729238271713257"
"22300","891","891","891","3.6716952323913574","3.6716952323913574","3.6716952323913574"
"22350","893","893","893","3.714864492416382","3.714864492416382","3.714864492416382"
"22400","895","895","895","3.7133841514587402","3.7133841514587402","3.7133841514587402"
"22450","897","897","897","3.8316521644592285","3.8316521644592285","3.8316521644592285"
"22500","899","899","899","3.8497204780578613","3.8497204780578613","3.8497204780578613"
"22550","901","901","901","3.7788124084472656","3.7788124084472656","3.7788124084472656"
"22600","903","903","903","3.9203314781188965","3.9203314781188965","3.9203314781188965"
"22650","905","905","905","3.8394157886505127","3.8394157886505127","3.8394157886505127"
"22700","907","907","907","3.829906940460205","3.829906940460205","3.829906940460205"
"22750","909","909","909","3.8406994342803955","3.8406994342803955","3.8406994342803955"
"22800","911","911","911","3.740736961364746","3.740736961364746","3.740736961364746"
"22850","913","913","913","3.8302865028381348","3.8302865028381348","3.8302865028381348"
"22900","915","915","915","3.896897315979004","3.896897315979004","3.896897315979004"
"22950","917","917","917","3.8962883949279785","3.8962883949279785","3.8962883949279785"
"23000","919","919","919","3.831129312515259","3.831129312515259","3.831129312515259"
"23050","921","921","921","3.9245846271514893","3.9245846271514893","3.9245846271514893"
"23100","923","923","923","3.899512767791748","3.899512767791748","3.899512767791748"
"23150","925","925","925","3.7922894954681396","3.7922894954681396","3.7922894954681396"
"23200","927","927","927","3.819211959838867","3.819211959838867","3.819211959838867"
"23250","929","929","929","3.7388129234313965","3.7388129234313965","3.7388129234313965"
"23300","931","931","931","3.9105801582336426","3.9105801582336426","3.9105801582336426"
"23350","933","933","933","3.8736412525177","3.8736412525177","3.8736412525177"
"23400","935","935","935","3.9509477615356445","3.9509477615356445","3.9509477615356445"
"23450","937","937","937","3.9169960021972656","3.9169960021972656","3.9169960021972656"
"23500","939","939","939","3.9252753257751465","3.9252753257751465","3.9252753257751465"
"23550","941","941","941","3.7978577613830566","3.7978577613830566","3.7978577613830566"
"23600","943","943","943","3.9579622745513916","3.9579622745513916","3.9579622745513916"
"23650","945","945","945","3.8984031677246094","3.8984031677246094","3.8984031677246094"
"23700","947","947","947","3.895529270172119","3.895529270172119","3.895529270172119"
"23750","949","949","949","3.961636543273926","3.961636543273926","3.961636543273926"
"23800","951","951","951","3.944603204727173","3.944603204727173","3.944603204727173"
"23850","953","953","953","3.9100701808929443","3.9100701808929443","3.9100701808929443"
"23900","955","955","955","3.8995211124420166","3.8995211124420166","3.8995211124420166"
"23950","957","957","957","3.891939163208008","3.891939163208008","3.891939163208008"
"24000","959","959","959","3.956089973449707","3.956089973449707","3.956089973449707"
"24050","961","961","961","3.9337973594665527","3.9337973594665527","3.9337973594665527"
"24100","963","963","963","3.9265987873077393","3.9265987873077393","3.9265987873077393"
"24150","965","965","965","3.993133544921875","3.993133544921875","3.993133544921875"
"24200","967","967","967","4.02394437789917","4.02394437789917","4.02394437789917"
"24250","969","969","969","3.909785509109497","3.909785509109497","3.909785509109497"
"24300","971","971","971","4.084506988525391","4.084506988525391","4.084506988525391"
"24350","973","973","973","4.008897304534912","4.008897304534912","4.008897304534912"
"24400","975","975","975","3.924276828765869","3.924276828765869","3.924276828765869"
"24450","977","977","977","3.9230663776397705","3.9230663776397705","3.9230663776397705"
"24500","979","979","979","3.9425482749938965","3.9425482749938965","3.9425482749938965"
"24550","981","981","981","3.9568421840667725","3.9568421840667725","3.9568421840667725"
"24600","983","983","983","4.115408420562744","4.115408420562744","4.115408420562744"
"24650","985","985","985","3.945380687713623","3.945380687713623","3.945380687713623"
"24700","987","987","987","4.015944957733154","4.015944957733154","4.015944957733154"
"24750","989","989","989","4.053540229797363","4.053540229797363","4.053540229797363"
"24800","991","991","991","3.9090471267700195","3.9090471267700195","3.9090471267700195"
"24850","993","993","993","3.95794677734375","3.95794677734375","3.95794677734375"
"24900","995","995","995","3.984976291656494","3.984976291656494","3.984976291656494"
"24950","997","997","997","4.024819850921631","4.024819850921631","4.024819850921631"
"25000","999","999","999","3.9935896396636963","3.9935896396636963","3.9935896396636963"
"25050","1001","1001","1001","3.9716849327087402","3.9716849327087402","3.9716849327087402"
"25100","1003","1003","1003","3.9239795207977295","3.9239795207977295","3.9239795207977295"
"25150","1005","1005","1005","4.007654666900635","4.007654666900635","4.007654666900635"
"25200","1007","1007","1007","3.946467638015747","3.946467638015747","3.946467638015747"
"25250","1009","1009","1009","4.020746231079102","4.020746231079102","4.020746231079102"
"25300","1011","1011","1011","4.012580871582031","4.012580871582031","4.012580871582031"
"25350","1013","1013","1013","3.8983187675476074","3.8983187675476074","3.8983187675476074"
"25400","1015","1015","1015","4.150754451751709","4.150754451751709","4.150754451751709"
"25450","1017","1017","1017","4.10591459274292","4.10591459274292","4.10591459274292"
"25500","1019","1019","1019","4.047852993011475","4.047852993011475","4.047852993011475"
"25550","1021","1021","1021","4.015242576599121","4.015242576599121","4.015242576599121"
"25600","1023","1023","1023","4.011984825134277","4.011984825134277","4.011984825134277"
"25650","1025","1025","1025","4.0534467697143555","4.0534467697143555","4.0534467697143555"
"25700","1027","1027","1027","4.039547443389893","4.039547443389893","4.039547443389893"
"25750","1029","1029","1029","3.9855480194091797","3.9855480194091797","3.9855480194091797"
"25800","1031","1031","1031","4.021141529083252","4.021141529083252","4.021141529083252"
"25850","1033","1033","1033","4.016988754272461","4.016988754272461","4.016988754272461"
"25900","1035","1035","1035","3.9762845039367676","3.9762845039367676","3.9762845039367676"
"25950","1037","1037","1037","4.003493309020996","4.003493309020996","4.003493309020996"
"26000","1039","1039","1039","3.99133038520813","3.99133038520813","3.99133038520813"
"26050","1041","1041","1041","3.9739253520965576","3.9739253520965576","3.9739253520965576"
"26100","1043","1043","1043","3.9905476570129395","3.9905476570129395","3.9905476570129395"
"26150","1045","1045","1045","4.0380353927612305","4.0380353927612305","4.0380353927612305"
"26200","1047","1047","1047","3.940237522125244","3.940237522125244","3.940237522125244"
"26250","1049","1049","1049","4.2488508224487305","4.2488508224487305","4.2488508224487305"
"26300","1051","1051","1051","4.065328598022461","4.065328598022461","4.065328598022461"
"26350","1053","1053","1053","4.167543888092041","4.167543888092041","4.167543888092041"
"26400","1055","1055","1055","4.021918296813965","4.021918296813965","4.021918296813965"
"26450","1057","1057","1057","4.202221393585205","4.202221393585205","4.202221393585205"
"26500","1059","1059","1059","4.223007678985596","4.223007678985596","4.223007678985596"
"26550","1061","1061","1061","4.063296794891357","4.063296794891357","4.063296794891357"
"26600","1063","1063","1063","4.111139297485352","4.111139297485352","4.111139297485352"
"26650","1065","1065","1065","4.099597454071045","4.099597454071045","4.099597454071045"
"26700","1067","1067","1067","4.161046028137207","4.161046028137207","4.161046028137207"
"26750","1069","1069","1069","4.015207290649414","4.015207290649414","4.015207290649414"
"26800","1071","1071","1071","3.9995312690734863","3.9995312690734863","3.9995312690734863"
"26850","1073","1073","1073","3.993016242980957","3.993016242980957","3.993016242980957"
"26900","1075","1075","1075","3.946488380432129","3.946488380432129","3.946488380432129"
"26950","1077","1077","1077","4.028095722198486","4.028095722198486","4.028095722198486"
"27000","1079","1079","1079","4.046228408813477","4.046228408813477","4.046228408813477"
"27050","1081","1081","1081","3.930680990219116","3.930680990219116","3.930680990219116"
"27100","1083","1083","1083","4.335117340087891","4.335117340087891","4.335117340087891"
"27150","1085","1085","1085","4.223065376281738","4.223065376281738","4.223065376281738"
"27200","1087","1087","1087","4.2104387283325195","4.2104387283325195","4.2104387283325195"
"27250","1089","1089","1089","4.249767303466797","4.249767303466797","4.249767303466797"
"27300","1091","1091","1091","4.080312252044678","4.080312252044678","4.080312252044678"
"27350","1093","1093","1093","4.1411333084106445","4.1411333084106445","4.1411333084106445"
"27400","1095","1095","1095","4.165668964385986","4.165668964385986","4.165668964385986"
"27450","1097","1097","1097","4.077356338500977","4.077356338500977","4.077356338500977"
"27500","1099","1099","1099","4.151399612426758","4.151399612426758","4.151399612426758"
"27550","1101","1101","1101","4.135850429534912","4.135850429534912","4.135850429534912"
"27600","1103","1103","1103","4.106601715087891","4.106601715087891","4.106601715087891"
"27650","1105","1105","1105","4.032666206359863","4.032666206359863","4.032666206359863"
"27700","1107","1107","1107","4.160214900970459","4.160214900970459","4.160214900970459"
"27750","1109","1109","1109","4.073280334472656","4.073280334472656","4.073280334472656"
"27800","1111","1111","1111","4.1162285804748535","4.1162285804748535","4.1162285804748535"
"27850","1113","1113","1113","3.9703829288482666","3.9703829288482666","3.9703829288482666"
"27900","1115","1115","1115","4.08292818069458","4.08292818069458","4.08292818069458"
"27950","1117","1117","1117","4.290594100952148","4.290594100952148","4.290594100952148"
"28000","1119","1119","1119","4.22788667678833","4.22788667678833","4.22788667678833"
"28050","1121","1121","1121","4.2661333084106445","4.2661333084106445","4.2661333084106445"
"28100","1123","1123","1123","4.212650299072266","4.212650299072266","4.212650299072266"
"28150","1125","1125","1125","4.127254486083984","4.127254486083984","4.127254486083984"
"28200","1127","1127","1127","4.3361897468566895","4.3361897468566895","4.3361897468566895"
"28250","1129","1129","1129","4.124215602874756","4.124215602874756","4.124215602874756"
"28300","1131","1131","1131","4.1863579750061035","4.1863579750061035","4.1863579750061035"
"28350","1133","1133","1133","4.18308162689209","4.18308162689209","4.18308162689209"
"28400","1135","1135","1135","4.174317836761475","4.174317836761475","4.174317836761475"
"28450","1137","1137","1137","4.184606552124023","4.184606552124023","4.184606552124023"
"28500","1139","1139","1139","4.182483196258545","4.182483196258545","4.182483196258545"
"28550","1141","1141","1141","4.156332969665527","4.156332969665527","4.156332969665527"
"28600","1143","1143","1143","4.0659403800964355","4.0659403800964355","4.0659403800964355"
"28650","1145","1145","1145","4.067448616027832","4.067448616027832","4.067448616027832"
"28700","1147","1147","1147","4.056042194366455","4.056042194366455","4.056042194366455"
"28750","1149","1149","1149","4.139036178588867","4.139036178588867","4.139036178588867"
"28800","1151","1151","1151","4.424674034118652","4.424674034118652","4.424674034118652"
"28850","1153","1153","1153","4.2953057289123535","4.2953057289123535","4.2953057289123535"
"28900","1155","1155","1155","4.365711212158203","4.365711212158203","4.365711212158203"
"28950","1157","1157","1157","4.252410411834717","4.252410411834717","4.252410411834717"
"29000","1159","1159","1159","4.264047622680664","4.264047622680664","4.264047622680664"
"29050","1161","1161","1161","4.206172466278076","4.206172466278076","4.206172466278076"
"29100","1163","1163","1163","4.150845050811768","4.150845050811768","4.150845050811768"
"29150","1165","1165","1165","4.2557268142700195","4.2557268142700195","4.2557268142700195"
"29200","1167","1167","1167","4.143368244171143","4.143368244171143","4.143368244171143"
"29250","1169","1169","1169","4.204644203186035","4.204644203186035","4.204644203186035"
"29300","1171","1171","1171","4.1479363441467285","4.1479363441467285","4.1479363441467285"
"29350","1173","1173","1173","4.1926093101501465","4.1926093101501465","4.1926093101501465"
"29400","1175","1175","1175","4.172067642211914","4.172067642211914","4.172067642211914"
"29450","1177","1177","1177","4.157387733459473","4.157387733459473","4.157387733459473"
"29500","1179","1179","1179","4.0953850746154785","4.0953850746154785","4.0953850746154785"
"29550","1181","1181","1181","4.20987606048584","4.20987606048584","4.20987606048584"
"29600","1183","1183","1183","4.258275032043457","4.258275032043457","4.258275032043457"
"29650","1185","1185","1185","4.395801067352295","4.395801067352295","4.395801067352295"
"29700","1187","1187","1187","4.298063278198242","4.298063278198242","4.298063278198242"
"29750","1189","1189","1189","4.286670207977295","4.286670207977295","4.286670207977295"
"29800","1191","1191","1191","4.32736349105835","4.32736349105835","4.32736349105835"
"29850","1193","1193","1193","4.237048149108887","4.237048149108887","4.237048149108887"
"29900","1195","1195","1195","4.290664196014404","4.290664196014404","4.290664196014404"
"29950","1197","1197","1197","4.25819206237793","4.25819206237793","4.25819206237793"
"30000","1199","1199","1199","4.16471004486084","4.16471004486084","4.16471004486084"
"30050","1201","1201","1201","4.187952518463135","4.187952518463135","4.187952518463135"
"30100","1203","1203","1203","4.319756507873535","4.319756507873535","4.319756507873535"
"30150","1205","1205","1205","4.24587869644165","4.24587869644165","4.24587869644165"
"30200","1207","1207","1207","4.112061977386475","4.112061977386475","4.112061977386475"
"30250","1209","1209","1209","4.305590629577637","4.305590629577637","4.305590629577637"
"30300","1211","1211","1211","4.146849632263184","4.146849632263184","4.146849632263184"
"30350","1213","1213","1213","4.258957386016846","4.258957386016846","4.258957386016846"
"30400","1215","1215","1215","4.1302618980407715","4.1302618980407715","4.1302618980407715"
"30450","1217","1217","1217","4.3056321144104","4.3056321144104","4.3056321144104"
"30500","1219","1219","1219","4.246533393859863","4.246533393859863","4.246533393859863"
"30550","1221","1221","1221","4.284387588500977","4.284387588500977","4.284387588500977"
"30600","1223","1223","1223","4.241981506347656","4.241981506347656","4.241981506347656"
"30650","1225","1225","1225","4.261497497558594","4.261497497558594","4.261497497558594"
"30700","1227","1227","1227","4.2659711837768555","4.2659711837768555","4.2659711837768555"
"30750","1229","1229","1229","4.2365403175354","4.2365403175354","4.2365403175354"
"30800","1231","1231","1231","4.234286785125732","4.234286785125732","4.234286785125732"
"30850","1233","1233","1233","4.218475341796875","4.218475341796875","4.218475341796875"
"30900","1235","1235","1235","4.470666408538818","4.470666408538818","4.470666408538818"
"30950","1237","1237","1237","4.35215425491333","4.35215425491333","4.35215425491333"
"31000","1239","1239","1239","4.3609442710876465","4.3609442710876465","4.3609442710876465"
"31050","1241","1241","1241","4.285578727722168","4.285578727722168","4.285578727722168"
"31100","1243","1243","1243","4.196214199066162","4.196214199066162","4.196214199066162"
"31150","1245","1245","1245","4.226844310760498","4.226844310760498","4.226844310760498"
"31200","1247","1247","1247","4.294095516204834","4.294095516204834","4.294095516204834"
"31250","1249","1249","1249","4.363033771514893","4.363033771514893","4.363033771514893"
"31300","1251","1251","1251","4.368821620941162","4.368821620941162","4.368821620941162"
"31350","1253","1253","1253","4.248201370239258","4.248201370239258","4.248201370239258"
"31400","1255","1255","1255","4.399320125579834","4.399320125579834","4.399320125579834"
"31450","1257","1257","1257","4.379310607910156","4.379310607910156","4.379310607910156"
"31500","1259","1259","1259","4.316860198974609","4.316860198974609","4.316860198974609"
"31550","1261","1261","1261","4.296675205230713","4.296675205230713","4.296675205230713"
"31600","1263","1263","1263","4.262700080871582","4.262700080871582","4.262700080871582"
"31650","1265","1265","1265","4.270975112915039","4.270975112915039","4.270975112915039"
"31700","1267","1267","1267","4.386831760406494","4.386831760406494","4.386831760406494"
"31750","1269","1269","1269","4.478237152099609","4.478237152099609","4.478237152099609"
"31800","1271","1271","1271","4.4841108322143555","4.4841108322143555","4.4841108322143555"
"31850","1273","1273","1273","4.3498969078063965","4.3498969078063965","4.3498969078063965"
"31900","1275","1275","1275","4.214762210845947","4.214762210845947","4.214762210845947"
"31950","1277","1277","1277","4.280069828033447","4.280069828033447","4.280069828033447"
"32000","1279","1279","1279","4.237668514251709","4.237668514251709","4.237668514251709"
"32050","1281","1281","1281","4.419919967651367","4.419919967651367","4.419919967651367"
"32100","1283","1283","1283","4.242403507232666","4.242403507232666","4.242403507232666"
"32150","1285","1285","1285","4.418971061706543","4.418971061706543","4.418971061706543"
"32200","1287","1287","1287","4.23721170425415","4.23721170425415","4.23721170425415"
"32250","1289","1289","1289","4.28973913192749","4.28973913192749","4.28973913192749"
"32300","1291","1291","1291","4.298677444458008","4.298677444458008","4.298677444458008"
"32350","1293","1293","1293","4.325656414031982","4.325656414031982","4.325656414031982"
"32400","1295","1295","1295","4.291748523712158","4.291748523712158","4.291748523712158"
"32450","1297","1297","1297","4.263210296630859","4.263210296630859","4.263210296630859"
"32500","1299","1299","1299","4.307009696960449","4.307009696960449","4.307009696960449"
"32550","1301","1301","1301","4.205329895019531","4.205329895019531","4.205329895019531"
"32600","1303","1303","1303","4.610278606414795","4.610278606414795","4.610278606414795"
"32650","1305","1305","1305","4.46614408493042","4.46614408493042","4.46614408493042"
"32700","1307","1307","1307","4.438772201538086","4.438772201538086","4.438772201538086"
"32750","1309","1309","1309","4.567383289337158","4.567383289337158","4.567383289337158"
"32800","1311","1311","1311","4.34536075592041","4.34536075592041","4.34536075592041"
"32850","1313","1313","1313","4.272248268127441","4.272248268127441","4.272248268127441"
"32900","1315","1315","1315","4.492034435272217","4.492034435272217","4.492034435272217"
"32950","1317","1317","1317","4.292722702026367","4.292722702026367","4.292722702026367"
"33000","1319","1319","1319","4.440507888793945","4.440507888793945","4.440507888793945"
"33050","1321","1321","1321","4.381010055541992","4.381010055541992","4.381010055541992"
"33100","1323","1323","1323","4.395537853240967","4.395537853240967","4.395537853240967"
"33150","1325","1325","1325","4.191067218780518","4.191067218780518","4.191067218780518"
"33200","1327","1327","1327","4.358597278594971","4.358597278594971","4.358597278594971"
"33250","1329","1329","1329","4.244377136230469","4.244377136230469","4.244377136230469"
"33300","1331","1331","1331","4.253739833831787","4.253739833831787","4.253739833831787"
"33350","1333","1333","1333","4.26177978515625","4.26177978515625","4.26177978515625"
"33400","1335","1335","1335","4.2819390296936035","4.2819390296936035","4.2819390296936035"
"33450","1337","1337","1337","4.558357238769531","4.558357238769531","4.558357238769531"
"33500","1339","1339","1339","4.4686055183410645","4.4686055183410645","4.4686055183410645"
"33550","1341","1341","1341","4.592464923858643","4.592464923858643","4.592464923858643"
"33600","1343","1343","1343","4.476436614990234","4.476436614990234","4.476436614990234"
"33650","1345","1345","1345","4.4230170249938965","4.4230170249938965","4.4230170249938965"
"33700","1347","1347","1347","4.373719692230225","4.373719692230225","4.373719692230225"
"33750","1349","1349","1349","4.421171188354492","4.421171188354492","4.421171188354492"
"33800","1351","1351","1351","4.443536758422852","4.443536758422852","4.443536758422852"
"33850","1353","1353","1353","4.431665420532227","4.431665420532227","4.431665420532227"
"33900","1355","1355","1355","4.4098100662231445","4.4098100662231445","4.4098100662231445"
"33950","1357","1357","1357","4.394700050354004","4.394700050354004","4.394700050354004"
"34000","1359","1359","1359","4.297298908233643","4.297298908233643","4.297298908233643"
"34050","1361","1361","1361","4.288902759552002","4.288902759552002","4.288902759552002"
"34100","1363","1363","1363","4.26320219039917","4.26320219039917","4.26320219039917"
"34150","1365","1365","1365","4.356954574584961","4.356954574584961","4.356954574584961"
"34200","1367","1367","1367","4.398251533508301","4.398251533508301","4.398251533508301"
"34250","1369","1369","1369","4.376687049865723","4.376687049865723","4.376687049865723"
"34300","1371","1371","1371","4.631875038146973","4.631875038146973","4.631875038146973"
"34350","1373","1373","1373","4.526151180267334","4.526151180267334","4.526151180267334"
"34400","1375","1375","1375","4.5225725173950195","4.5225725173950195","4.5225725173950195"
"34450","1377","1377","1377","4.525428771972656","4.525428771972656","4.525428771972656"
"34500","1379","1379","1379","4.510061264038086","4.510061264038086","4.510061264038086"
"34550","1381","1381","1381","4.448095321655273","4.448095321655273","4.448095321655273"
"34600","1383","1383","1383","4.479710102081299","4.479710102081299","4.479710102081299"
"34650","1385","1385","1385","4.442984580993652","4.442984580993652","4.442984580993652"
"34700","1387","1387","1387","4.477806568145752","4.477806568145752","4.477806568145752"
"34750","1389","1389","1389","4.392038822174072","4.392038822174072","4.392038822174072"
"34800","1391","1391","1391","4.4600396156311035","4.4600396156311035","4.4600396156311035"
"34850","1393","1393","1393","4.465788841247559","4.465788841247559","4.465788841247559"
"34900","1395","1395","1395","4.437927722930908","4.437927722930908","4.437927722930908"
"34950","1397","1397","1397","4.285874366760254","4.285874366760254","4.285874366760254"
"35000","1399","1399","1399","4.301253795623779","4.301253795623779","4.301253795623779"
"35050","1401","1401","1401","4.3672308921813965","4.3672308921813965","4.3672308921813965"
"35100","1403","1403","1403","4.552793502807617","4.552793502807617","4.552793502807617"
"35150","1405","1405","1405","4.55759334564209","4.55759334564209","4.55759334564209"
"35200","1407","1407","1407","4.590878963470459","4.590878963470459","4.590878963470459"
"35250","1409","1409","1409","4.465210437774658","4.465210437774658","4.465210437774658"
"35300","1411","1411","1411","4.526580333709717","4.526580333709717","4.526580333709717"
"35350","1413","1413","1413","4.342405796051025","4.342405796051025","4.342405796051025"
"35400","1415","1415","1415","4.44092321395874","4.44092321395874","4.44092321395874"
"35450","1417","1417","1417","4.458951473236084","4.458951473236084","4.458951473236084"
"35500","1419","1419","1419","4.44938325881958","4.44938325881958","4.44938325881958"
"35550","1421","1421","1421","4.554876327514648","4.554876327514648","4.554876327514648"
"35600","1423","1423","1423","4.429044723510742","4.429044723510742","4.429044723510742"
"35650","1425","1425","1425","4.400060176849365","4.400060176849365","4.400060176849365"
"35700","1427","1427","1427","4.290534019470215","4.290534019470215","4.290534019470215"
"35750","1429","1429","1429","4.384521484375","4.384521484375","4.384521484375"
"35800","1431","1431","1431","4.314916610717773","4.314916610717773","4.314916610717773"
"35850","1433","1433","1433","4.439640045166016","4.439640045166016","4.439640045166016"
"35900","1435","1435","1435","4.4270501136779785","4.4270501136779785","4.4270501136779785"
"35950","1437","1437","1437","4.585574626922607","4.585574626922607","4.585574626922607"
"36000","1439","1439","1439","4.61163854598999","4.61163854598999","4.61163854598999"
"36050","1441","1441","1441","4.538830280303955","4.538830280303955","4.538830280303955"
"36100","1443","1443","1443","4.543633460998535","4.543633460998535","4.543633460998535"
"36150","1445","1445","1445","4.5911545753479","4.5911545753479","4.5911545753479"
"36200","1447","1447","1447","4.459486484527588","4.459486484527588","4.459486484527588"
"36250","1449","1449","1449","4.439953804016113","4.439953804016113","4.439953804016113"
"36300","1451","1451","1451","4.468444347381592","4.468444347381592","4.468444347381592"
"36350","1453","1453","1453","4.469074249267578","4.469074249267578","4.469074249267578"
"36400","1455","1455","1455","4.593447208404541","4.593447208404541","4.593447208404541"
