"train/global_step","./falcon_qwen_results_packing - _step","./falcon_qwen_results_packing - _step__MIN","./falcon_qwen_results_packing - _step__MAX","./falcon_qwen_results_packing - eval/loss","./falcon_qwen_results_packing - eval/loss__MIN","./falcon_qwen_results_packing - eval/loss__MAX"
"35400","1415","1415","1415","1.3631900548934937","1.3631900548934937","1.3631900548934937"
"35450","1417","1417","1417","1.362633466720581","1.362633466720581","1.362633466720581"
"35500","1419","1419","1419","1.3644734621047974","1.3644734621047974","1.3644734621047974"
"35550","1421","1421","1421","1.3633369207382202","1.3633369207382202","1.3633369207382202"
"35600","1423","1423","1423","1.3623285293579102","1.3623285293579102","1.3623285293579102"
"35650","1425","1425","1425","1.3634628057479858","1.3634628057479858","1.3634628057479858"
"35700","1427","1427","1427","1.3627043962478638","1.3627043962478638","1.3627043962478638"
"35750","1429","1429","1429","1.3634448051452637","1.3634448051452637","1.3634448051452637"
"35800","1431","1431","1431","1.3626649379730225","1.3626649379730225","1.3626649379730225"
"35850","1433","1433","1433","1.3629982471466064","1.3629982471466064","1.3629982471466064"
"35900","1435","1435","1435","1.363343596458435","1.363343596458435","1.363343596458435"
"35950","1437","1437","1437","1.3634836673736572","1.3634836673736572","1.3634836673736572"
"36000","1439","1439","1439","1.3633055686950684","1.3633055686950684","1.3633055686950684"
"36050","1441","1441","1441","1.3624697923660278","1.3624697923660278","1.3624697923660278"
"36100","1443","1443","1443","1.3643656969070435","1.3643656969070435","1.3643656969070435"
"36150","1445","1445","1445","1.3646016120910645","1.3646016120910645","1.3646016120910645"
"36200","1447","1447","1447","1.3630914688110352","1.3630914688110352","1.3630914688110352"
"36250","1449","1449","1449","1.362532377243042","1.362532377243042","1.362532377243042"
"36300","1451","1451","1451","1.3641691207885742","1.3641691207885742","1.3641691207885742"
"36350","1453","1453","1453","1.3635045289993286","1.3635045289993286","1.3635045289993286"
"36400","1455","1455","1455","1.3636367321014404","1.3636367321014404","1.3636367321014404"
"36450","1457","1457","1457","1.3649277687072754","1.3649277687072754","1.3649277687072754"
"36500","1459","1459","1459","1.3635380268096924","1.3635380268096924","1.3635380268096924"
"36550","1461","1461","1461","1.3626850843429565","1.3626850843429565","1.3626850843429565"
"36600","1463","1463","1463","1.3634785413742065","1.3634785413742065","1.3634785413742065"
"36650","1465","1465","1465","1.3636550903320312","1.3636550903320312","1.3636550903320312"
"36700","1467","1467","1467","1.3635443449020386","1.3635443449020386","1.3635443449020386"
"36750","1469","1469","1469","1.3640612363815308","1.3640612363815308","1.3640612363815308"
"36800","1471","1471","1471","1.3643248081207275","1.3643248081207275","1.3643248081207275"
"36850","1473","1473","1473","1.3631888628005981","1.3631888628005981","1.3631888628005981"
"36900","1475","1475","1475","1.3620866537094116","1.3620866537094116","1.3620866537094116"
"36950","1477","1477","1477","1.3649660348892212","1.3649660348892212","1.3649660348892212"
"37000","1479","1479","1479","1.3632375001907349","1.3632375001907349","1.3632375001907349"
"37050","1481","1481","1481","1.3627240657806396","1.3627240657806396","1.3627240657806396"
"37100","1483","1483","1483","1.3626471757888794","1.3626471757888794","1.3626471757888794"
"37150","1485","1485","1485","1.3627430200576782","1.3627430200576782","1.3627430200576782"
"37200","1487","1487","1487","1.36301589012146","1.36301589012146","1.36301589012146"
"37250","1489","1489","1489","1.3629587888717651","1.3629587888717651","1.3629587888717651"
"37300","1491","1491","1491","1.362159013748169","1.362159013748169","1.362159013748169"
"37350","1493","1493","1493","1.3630744218826294","1.3630744218826294","1.3630744218826294"
"37400","1495","1495","1495","1.364566445350647","1.364566445350647","1.364566445350647"
"37450","1497","1497","1497","1.3619604110717773","1.3619604110717773","1.3619604110717773"
"37500","1499","1499","1499","1.3628859519958496","1.3628859519958496","1.3628859519958496"
"37550","1501","1501","1501","1.3647593259811401","1.3647593259811401","1.3647593259811401"
"37600","1503","1503","1503","1.3644086122512817","1.3644086122512817","1.3644086122512817"
"37650","1505","1505","1505","1.363759994506836","1.363759994506836","1.363759994506836"
"37700","1507","1507","1507","1.3644776344299316","1.3644776344299316","1.3644776344299316"
"37750","1509","1509","1509","1.3632079362869263","1.3632079362869263","1.3632079362869263"
"37800","1511","1511","1511","1.3634757995605469","1.3634757995605469","1.3634757995605469"
"37850","1513","1513","1513","1.3626549243927002","1.3626549243927002","1.3626549243927002"
"37900","1515","1515","1515","1.3634426593780518","1.3634426593780518","1.3634426593780518"
"37950","1517","1517","1517","1.3647809028625488","1.3647809028625488","1.3647809028625488"
"38000","1519","1519","1519","1.364625096321106","1.364625096321106","1.364625096321106"
"38050","1521","1521","1521","1.3627066612243652","1.3627066612243652","1.3627066612243652"
"38100","1523","1523","1523","1.3627939224243164","1.3627939224243164","1.3627939224243164"
"38150","1525","1525","1525","1.3643678426742554","1.3643678426742554","1.3643678426742554"
"38200","1527","1527","1527","1.3608126640319824","1.3608126640319824","1.3608126640319824"
"38250","1529","1529","1529","1.3632482290267944","1.3632482290267944","1.3632482290267944"
"38300","1531","1531","1531","1.3627963066101074","1.3627963066101074","1.3627963066101074"
"38350","1533","1533","1533","1.3621975183486938","1.3621975183486938","1.3621975183486938"
"38400","1535","1535","1535","1.363187313079834","1.363187313079834","1.363187313079834"
"38450","1537","1537","1537","1.3626712560653687","1.3626712560653687","1.3626712560653687"
"38500","1539","1539","1539","1.3640528917312622","1.3640528917312622","1.3640528917312622"
"38550","1541","1541","1541","1.363332986831665","1.363332986831665","1.363332986831665"
"38600","1543","1543","1543","1.3623995780944824","1.3623995780944824","1.3623995780944824"
"38650","1545","1545","1545","1.3624916076660156","1.3624916076660156","1.3624916076660156"
"38700","1547","1547","1547","1.3647582530975342","1.3647582530975342","1.3647582530975342"
"38750","1549","1549","1549","1.3622567653656006","1.3622567653656006","1.3622567653656006"
"38800","1551","1551","1551","1.3628175258636475","1.3628175258636475","1.3628175258636475"
"38850","1553","1553","1553","1.364220142364502","1.364220142364502","1.364220142364502"
"38900","1555","1555","1555","1.364434003829956","1.364434003829956","1.364434003829956"
"38950","1557","1557","1557","1.3635444641113281","1.3635444641113281","1.3635444641113281"
"39000","1559","1559","1559","1.3630471229553223","1.3630471229553223","1.3630471229553223"
"39050","1561","1561","1561","1.3635814189910889","1.3635814189910889","1.3635814189910889"
"39100","1563","1563","1563","1.362985610961914","1.362985610961914","1.362985610961914"
"39150","1565","1565","1565","1.3625023365020752","1.3625023365020752","1.3625023365020752"
"39200","1567","1567","1567","1.3627322912216187","1.3627322912216187","1.3627322912216187"
"39250","1569","1569","1569","1.3628700971603394","1.3628700971603394","1.3628700971603394"
"39300","1571","1571","1571","1.3631101846694946","1.3631101846694946","1.3631101846694946"
"39350","1573","1573","1573","1.3635395765304565","1.3635395765304565","1.3635395765304565"
"39400","1575","1575","1575","1.3625879287719727","1.3625879287719727","1.3625879287719727"
"39450","1577","1577","1577","1.3634611368179321","1.3634611368179321","1.3634611368179321"
"39500","1579","1579","1579","1.3645670413970947","1.3645670413970947","1.3645670413970947"
"39550","1581","1581","1581","1.3634580373764038","1.3634580373764038","1.3634580373764038"
"39600","1583","1583","1583","1.3646900653839111","1.3646900653839111","1.3646900653839111"
"39650","1585","1585","1585","1.363010287284851","1.363010287284851","1.363010287284851"
"39700","1587","1587","1587","1.3630684614181519","1.3630684614181519","1.3630684614181519"
"39750","1589","1589","1589","1.3619931936264038","1.3619931936264038","1.3619931936264038"
"39800","1591","1591","1591","1.3630894422531128","1.3630894422531128","1.3630894422531128"
"39850","1593","1593","1593","1.3637549877166748","1.3637549877166748","1.3637549877166748"
"39900","1595","1595","1595","1.3618334531784058","1.3618334531784058","1.3618334531784058"
"39950","1597","1597","1597","1.3618385791778564","1.3618385791778564","1.3618385791778564"
"40000","1599","1599","1599","1.363070011138916","1.363070011138916","1.363070011138916"
"40050","1601","1601","1601","1.3622509241104126","1.3622509241104126","1.3622509241104126"
"40100","1603","1603","1603","1.3638083934783936","1.3638083934783936","1.3638083934783936"
"40150","1605","1605","1605","1.3627797365188599","1.3627797365188599","1.3627797365188599"
"40200","1607","1607","1607","1.361732006072998","1.361732006072998","1.361732006072998"
"40250","1609","1609","1609","1.364788293838501","1.364788293838501","1.364788293838501"
"40300","1611","1611","1611","1.364651083946228","1.364651083946228","1.364651083946228"
"40350","1613","1613","1613","1.3643863201141357","1.3643863201141357","1.3643863201141357"
"40400","1615","1615","1615","1.361677885055542","1.361677885055542","1.361677885055542"
"40450","1617","1617","1617","1.363297700881958","1.363297700881958","1.363297700881958"
"40500","1619","1619","1619","1.3641386032104492","1.3641386032104492","1.3641386032104492"
"40550","1621","1621","1621","1.3640064001083374","1.3640064001083374","1.3640064001083374"
"40600","1623","1623","1623","1.3641809225082397","1.3641809225082397","1.3641809225082397"
"40650","1625","1625","1625","1.3634265661239624","1.3634265661239624","1.3634265661239624"
"40700","1627","1627","1627","1.3629814386367798","1.3629814386367798","1.3629814386367798"
"40750","1629","1629","1629","1.3633402585983276","1.3633402585983276","1.3633402585983276"
"40800","1631","1631","1631","1.3628698587417603","1.3628698587417603","1.3628698587417603"
"40850","1633","1633","1633","1.3621430397033691","1.3621430397033691","1.3621430397033691"
"40900","1635","1635","1635","1.363185167312622","1.363185167312622","1.363185167312622"
"40950","1637","1637","1637","1.3631300926208496","1.3631300926208496","1.3631300926208496"
"41000","1639","1639","1639","1.362858533859253","1.362858533859253","1.362858533859253"
"41050","1641","1641","1641","1.3632733821868896","1.3632733821868896","1.3632733821868896"
"41100","1643","1643","1643","1.3642762899398804","1.3642762899398804","1.3642762899398804"
"41150","1645","1645","1645","1.363294243812561","1.363294243812561","1.363294243812561"
"41200","1647","1647","1647","1.3628419637680054","1.3628419637680054","1.3628419637680054"
"41250","1649","1649","1649","1.3610005378723145","1.3610005378723145","1.3610005378723145"
"41300","1651","1651","1651","1.361983060836792","1.361983060836792","1.361983060836792"
"41350","1653","1653","1653","1.3630825281143188","1.3630825281143188","1.3630825281143188"
"41400","1655","1655","1655","1.3632738590240479","1.3632738590240479","1.3632738590240479"
"41450","1657","1657","1657","1.3627638816833496","1.3627638816833496","1.3627638816833496"
"41500","1659","1659","1659","1.3628578186035156","1.3628578186035156","1.3628578186035156"
"41550","1661","1661","1661","1.363308310508728","1.363308310508728","1.363308310508728"
"41600","1663","1663","1663","1.3621066808700562","1.3621066808700562","1.3621066808700562"
"41650","1665","1665","1665","1.3617428541183472","1.3617428541183472","1.3617428541183472"
"41700","1667","1667","1667","1.3622578382492065","1.3622578382492065","1.3622578382492065"
"41750","1669","1669","1669","1.3619611263275146","1.3619611263275146","1.3619611263275146"
"41800","1671","1671","1671","1.3627508878707886","1.3627508878707886","1.3627508878707886"
"41850","1673","1673","1673","1.3641175031661987","1.3641175031661987","1.3641175031661987"
"41900","1675","1675","1675","1.3631834983825684","1.3631834983825684","1.3631834983825684"
"41950","1677","1677","1677","1.3622275590896606","1.3622275590896606","1.3622275590896606"
"42000","1679","1679","1679","1.3635424375534058","1.3635424375534058","1.3635424375534058"
"42050","1681","1681","1681","1.3639200925827026","1.3639200925827026","1.3639200925827026"
"42100","1683","1683","1683","1.364223599433899","1.364223599433899","1.364223599433899"
"42150","1685","1685","1685","1.3636029958724976","1.3636029958724976","1.3636029958724976"
"42200","1687","1687","1687","1.363214373588562","1.363214373588562","1.363214373588562"
"42250","1689","1689","1689","1.362271785736084","1.362271785736084","1.362271785736084"
"42300","1691","1691","1691","1.3620586395263672","1.3620586395263672","1.3620586395263672"
"42350","1693","1693","1693","1.3617303371429443","1.3617303371429443","1.3617303371429443"
"42400","1695","1695","1695","1.3629721403121948","1.3629721403121948","1.3629721403121948"
"42450","1697","1697","1697","1.3631484508514404","1.3631484508514404","1.3631484508514404"
"42500","1699","1699","1699","1.3630585670471191","1.3630585670471191","1.3630585670471191"
"42550","1701","1701","1701","1.3623301982879639","1.3623301982879639","1.3623301982879639"
"42600","1703","1703","1703","1.3644437789916992","1.3644437789916992","1.3644437789916992"
"42650","1705","1705","1705","1.362534761428833","1.362534761428833","1.362534761428833"
"42700","1707","1707","1707","1.3621500730514526","1.3621500730514526","1.3621500730514526"
"42750","1709","1709","1709","1.3629827499389648","1.3629827499389648","1.3629827499389648"
"42800","1711","1711","1711","1.3615965843200684","1.3615965843200684","1.3615965843200684"
"42850","1713","1713","1713","1.3616881370544434","1.3616881370544434","1.3616881370544434"
"42900","1715","1715","1715","1.3628103733062744","1.3628103733062744","1.3628103733062744"
"42950","1717","1717","1717","1.3634235858917236","1.3634235858917236","1.3634235858917236"
"43000","1719","1719","1719","1.3628195524215698","1.3628195524215698","1.3628195524215698"
"43050","1721","1721","1721","1.364203691482544","1.364203691482544","1.364203691482544"
"43100","1723","1723","1723","1.363789439201355","1.363789439201355","1.363789439201355"
"43150","1725","1725","1725","1.3637750148773193","1.3637750148773193","1.3637750148773193"
"43200","1727","1727","1727","1.363762378692627","1.363762378692627","1.363762378692627"
"43250","1729","1729","1729","1.3619683980941772","1.3619683980941772","1.3619683980941772"
"43300","1731","1731","1731","1.3621081113815308","1.3621081113815308","1.3621081113815308"
"43350","1733","1733","1733","1.3641986846923828","1.3641986846923828","1.3641986846923828"
"43400","1735","1735","1735","1.3650230169296265","1.3650230169296265","1.3650230169296265"
"43450","1737","1737","1737","1.3625261783599854","1.3625261783599854","1.3625261783599854"
"43500","1739","1739","1739","1.3612686395645142","1.3612686395645142","1.3612686395645142"
"43550","1741","1741","1741","1.3629809617996216","1.3629809617996216","1.3629809617996216"
"43600","1743","1743","1743","1.363061785697937","1.363061785697937","1.363061785697937"
"43650","1745","1745","1745","1.3623590469360352","1.3623590469360352","1.3623590469360352"
"43700","1747","1747","1747","1.363111138343811","1.363111138343811","1.363111138343811"
"43750","1749","1749","1749","1.362844705581665","1.362844705581665","1.362844705581665"
"43800","1751","1751","1751","1.3624489307403564","1.3624489307403564","1.3624489307403564"
"43850","1753","1753","1753","1.362334132194519","1.362334132194519","1.362334132194519"
"43900","1755","1755","1755","1.3623682260513306","1.3623682260513306","1.3623682260513306"
"43950","1757","1757","1757","1.3626806735992432","1.3626806735992432","1.3626806735992432"
"44000","1759","1759","1759","1.3622053861618042","1.3622053861618042","1.3622053861618042"
"44050","1761","1761","1761","1.3635903596878052","1.3635903596878052","1.3635903596878052"
"44100","1763","1763","1763","1.3623454570770264","1.3623454570770264","1.3623454570770264"
"44150","1765","1765","1765","1.3628443479537964","1.3628443479537964","1.3628443479537964"
"44200","1767","1767","1767","1.3617708683013916","1.3617708683013916","1.3617708683013916"
"44250","1769","1769","1769","1.363174557685852","1.363174557685852","1.363174557685852"
"44300","1771","1771","1771","1.3612003326416016","1.3612003326416016","1.3612003326416016"
"44350","1773","1773","1773","1.363584041595459","1.363584041595459","1.363584041595459"
"44400","1775","1775","1775","1.3645673990249634","1.3645673990249634","1.3645673990249634"
"44450","1777","1777","1777","1.362223744392395","1.362223744392395","1.362223744392395"
"44500","1779","1779","1779","1.3648741245269775","1.3648741245269775","1.3648741245269775"
"44550","1781","1781","1781","1.3646724224090576","1.3646724224090576","1.3646724224090576"
"44600","1783","1783","1783","1.36198890209198","1.36198890209198","1.36198890209198"
"44650","1785","1785","1785","1.3628002405166626","1.3628002405166626","1.3628002405166626"
"44700","1787","1787","1787","1.3621971607208252","1.3621971607208252","1.3621971607208252"
"44750","1789","1789","1789","1.3619451522827148","1.3619451522827148","1.3619451522827148"
"44800","1791","1791","1791","1.3625071048736572","1.3625071048736572","1.3625071048736572"
"44850","1793","1793","1793","1.3625396490097046","1.3625396490097046","1.3625396490097046"
"44900","1795","1795","1795","1.3634469509124756","1.3634469509124756","1.3634469509124756"
"44950","1797","1797","1797","1.3638137578964233","1.3638137578964233","1.3638137578964233"
"45000","1799","1799","1799","1.3618165254592896","1.3618165254592896","1.3618165254592896"
"45050","1801","1801","1801","1.363690733909607","1.363690733909607","1.363690733909607"
"45100","1803","1803","1803","1.362149715423584","1.362149715423584","1.362149715423584"
"45150","1805","1805","1805","1.3632866144180298","1.3632866144180298","1.3632866144180298"
"45200","1807","1807","1807","1.3625208139419556","1.3625208139419556","1.3625208139419556"
"45250","1809","1809","1809","1.3629902601242065","1.3629902601242065","1.3629902601242065"
"45300","1811","1811","1811","1.3614333868026733","1.3614333868026733","1.3614333868026733"
"45350","1813","1813","1813","1.3619621992111206","1.3619621992111206","1.3619621992111206"
"45400","1815","1815","1815","1.3614333868026733","1.3614333868026733","1.3614333868026733"
"45450","1817","1817","1817","1.3627688884735107","1.3627688884735107","1.3627688884735107"
"45500","1819","1819","1819","1.3642610311508179","1.3642610311508179","1.3642610311508179"
"45550","1821","1821","1821","1.3623511791229248","1.3623511791229248","1.3623511791229248"
"45600","1823","1823","1823","1.3631203174591064","1.3631203174591064","1.3631203174591064"
"45650","1825","1825","1825","1.364323377609253","1.364323377609253","1.364323377609253"
"45700","1827","1827","1827","1.364256739616394","1.364256739616394","1.364256739616394"
"45750","1829","1829","1829","1.3629846572875977","1.3629846572875977","1.3629846572875977"
"45800","1831","1831","1831","1.3632316589355469","1.3632316589355469","1.3632316589355469"
"45850","1833","1833","1833","1.3628759384155273","1.3628759384155273","1.3628759384155273"
"45900","1835","1835","1835","1.3620930910110474","1.3620930910110474","1.3620930910110474"
"45950","1837","1837","1837","1.3628926277160645","1.3628926277160645","1.3628926277160645"
"46000","1839","1839","1839","1.3636820316314697","1.3636820316314697","1.3636820316314697"
"46050","1841","1841","1841","1.3611047267913818","1.3611047267913818","1.3611047267913818"
"46100","1843","1843","1843","1.3623600006103516","1.3623600006103516","1.3623600006103516"
"46150","1845","1845","1845","1.3623132705688477","1.3623132705688477","1.3623132705688477"
"46200","1847","1847","1847","1.3633778095245361","1.3633778095245361","1.3633778095245361"
"46250","1849","1849","1849","1.3636882305145264","1.3636882305145264","1.3636882305145264"
"46300","1851","1851","1851","1.3630743026733398","1.3630743026733398","1.3630743026733398"
"46350","1853","1853","1853","1.3622877597808838","1.3622877597808838","1.3622877597808838"
"46400","1855","1855","1855","1.3636870384216309","1.3636870384216309","1.3636870384216309"
"46450","1857","1857","1857","1.3621371984481812","1.3621371984481812","1.3621371984481812"
"46500","1859","1859","1859","1.3628326654434204","1.3628326654434204","1.3628326654434204"
"46550","1861","1861","1861","1.3636313676834106","1.3636313676834106","1.3636313676834106"
"46600","1863","1863","1863","1.3626821041107178","1.3626821041107178","1.3626821041107178"
"46650","1865","1865","1865","1.363004207611084","1.363004207611084","1.363004207611084"
"46700","1867","1867","1867","1.3618841171264648","1.3618841171264648","1.3618841171264648"
"46750","1869","1869","1869","1.3616260290145874","1.3616260290145874","1.3616260290145874"
"46800","1871","1871","1871","1.3620924949645996","1.3620924949645996","1.3620924949645996"
"46850","1873","1873","1873","1.3618249893188477","1.3618249893188477","1.3618249893188477"
"46900","1875","1875","1875","1.3626601696014404","1.3626601696014404","1.3626601696014404"
"46950","1877","1877","1877","1.36376953125","1.36376953125","1.36376953125"
"47000","1879","1879","1879","1.3632487058639526","1.3632487058639526","1.3632487058639526"
"47050","1881","1881","1881","1.3641139268875122","1.3641139268875122","1.3641139268875122"
"47100","1883","1883","1883","1.362768292427063","1.362768292427063","1.362768292427063"
"47150","1885","1885","1885","1.363218903541565","1.363218903541565","1.363218903541565"
"47200","1887","1887","1887","1.362826943397522","1.362826943397522","1.362826943397522"
"47250","1889","1889","1889","1.362017035484314","1.362017035484314","1.362017035484314"
"47300","1891","1891","1891","1.3626562356948853","1.3626562356948853","1.3626562356948853"
"47350","1893","1893","1893","1.362857699394226","1.362857699394226","1.362857699394226"
"47400","1895","1895","1895","1.3631867170333862","1.3631867170333862","1.3631867170333862"
"47450","1897","1897","1897","1.3628034591674805","1.3628034591674805","1.3628034591674805"
"47500","1899","1899","1899","1.3628486394882202","1.3628486394882202","1.3628486394882202"
"47550","1901","1901","1901","1.3625634908676147","1.3625634908676147","1.3625634908676147"
"47600","1903","1903","1903","1.362380862236023","1.362380862236023","1.362380862236023"
"47650","1905","1905","1905","1.362506628036499","1.362506628036499","1.362506628036499"
"47700","1907","1907","1907","1.3610024452209473","1.3610024452209473","1.3610024452209473"
"47750","1909","1909","1909","1.3624064922332764","1.3624064922332764","1.3624064922332764"
"47800","1911","1911","1911","1.3621927499771118","1.3621927499771118","1.3621927499771118"
"47850","1913","1913","1913","1.360957145690918","1.360957145690918","1.360957145690918"
"47900","1915","1915","1915","1.3634504079818726","1.3634504079818726","1.3634504079818726"
"47950","1917","1917","1917","1.3630895614624023","1.3630895614624023","1.3630895614624023"
"48000","1919","1919","1919","1.3619555234909058","1.3619555234909058","1.3619555234909058"
"48050","1921","1921","1921","1.3626651763916016","1.3626651763916016","1.3626651763916016"
"48100","1923","1923","1923","1.3628413677215576","1.3628413677215576","1.3628413677215576"
"48150","1925","1925","1925","1.3626000881195068","1.3626000881195068","1.3626000881195068"
"48200","1927","1927","1927","1.361681342124939","1.361681342124939","1.361681342124939"
"48250","1929","1929","1929","1.362118124961853","1.362118124961853","1.362118124961853"
"48300","1931","1931","1931","1.3628385066986084","1.3628385066986084","1.3628385066986084"
"48350","1933","1933","1933","1.3631373643875122","1.3631373643875122","1.3631373643875122"
"48400","1935","1935","1935","1.362557053565979","1.362557053565979","1.362557053565979"
"48450","1937","1937","1937","1.3636285066604614","1.3636285066604614","1.3636285066604614"
"48500","1939","1939","1939","1.3631343841552734","1.3631343841552734","1.3631343841552734"
"48550","1941","1941","1941","1.3623663187026978","1.3623663187026978","1.3623663187026978"
"48600","1943","1943","1943","1.3630146980285645","1.3630146980285645","1.3630146980285645"
"48650","1945","1945","1945","1.3621292114257812","1.3621292114257812","1.3621292114257812"
"48700","1947","1947","1947","1.3637081384658813","1.3637081384658813","1.3637081384658813"
"48750","1949","1949","1949","1.3624992370605469","1.3624992370605469","1.3624992370605469"
"48800","1951","1951","1951","1.3623921871185303","1.3623921871185303","1.3623921871185303"
"48850","1953","1953","1953","1.3618569374084473","1.3618569374084473","1.3618569374084473"
"48900","1955","1955","1955","1.3626904487609863","1.3626904487609863","1.3626904487609863"
"48950","1957","1957","1957","1.3627740144729614","1.3627740144729614","1.3627740144729614"
"49000","1959","1959","1959","1.3628480434417725","1.3628480434417725","1.3628480434417725"
"49050","1961","1961","1961","1.3638426065444946","1.3638426065444946","1.3638426065444946"
"49100","1963","1963","1963","1.3624166250228882","1.3624166250228882","1.3624166250228882"
"49150","1965","1965","1965","1.3615498542785645","1.3615498542785645","1.3615498542785645"
"49200","1967","1967","1967","1.3620681762695312","1.3620681762695312","1.3620681762695312"
"49250","1969","1969","1969","1.3620984554290771","1.3620984554290771","1.3620984554290771"
"49300","1971","1971","1971","1.3634865283966064","1.3634865283966064","1.3634865283966064"
"49350","1973","1973","1973","1.362998366355896","1.362998366355896","1.362998366355896"
"49400","1975","1975","1975","1.3614603281021118","1.3614603281021118","1.3614603281021118"
"49450","1977","1977","1977","1.3630048036575317","1.3630048036575317","1.3630048036575317"
"49500","1979","1979","1979","1.362367033958435","1.362367033958435","1.362367033958435"
"49550","1981","1981","1981","1.3630836009979248","1.3630836009979248","1.3630836009979248"
"49600","1983","1983","1983","1.361344575881958","1.361344575881958","1.361344575881958"
"49650","1985","1985","1985","1.3624762296676636","1.3624762296676636","1.3624762296676636"
"49700","1987","1987","1987","1.3629223108291626","1.3629223108291626","1.3629223108291626"
"49750","1989","1989","1989","1.3616206645965576","1.3616206645965576","1.3616206645965576"
"49800","1991","1991","1991","1.3632268905639648","1.3632268905639648","1.3632268905639648"
"49850","1993","1993","1993","1.3623641729354858","1.3623641729354858","1.3623641729354858"
"49900","1995","1995","1995","1.3622684478759766","1.3622684478759766","1.3622684478759766"
"49950","1997","1997","1997","1.3624731302261353","1.3624731302261353","1.3624731302261353"
"50000","1999","1999","1999","1.3632937669754028","1.3632937669754028","1.3632937669754028"
"50050","2001","2001","2001","1.3638801574707031","1.3638801574707031","1.3638801574707031"
"50100","2003","2003","2003","1.3651059865951538","1.3651059865951538","1.3651059865951538"
"50150","2005","2005","2005","1.3621684312820435","1.3621684312820435","1.3621684312820435"
"50200","2007","2007","2007","1.3644126653671265","1.3644126653671265","1.3644126653671265"
"50250","2009","2009","2009","1.3631707429885864","1.3631707429885864","1.3631707429885864"
"50300","2011","2011","2011","1.3612582683563232","1.3612582683563232","1.3612582683563232"
"50350","2013","2013","2013","1.3636984825134277","1.3636984825134277","1.3636984825134277"
"50400","2015","2015","2015","1.3617949485778809","1.3617949485778809","1.3617949485778809"
"50450","2017","2017","2017","1.362479567527771","1.362479567527771","1.362479567527771"
"50500","2019","2019","2019","1.362523078918457","1.362523078918457","1.362523078918457"
"50550","2021","2021","2021","1.361928939819336","1.361928939819336","1.361928939819336"
"50600","2023","2023","2023","1.3631364107131958","1.3631364107131958","1.3631364107131958"
"50650","2025","2025","2025","1.3630222082138062","1.3630222082138062","1.3630222082138062"
"50700","2027","2027","2027","1.363229513168335","1.363229513168335","1.363229513168335"
"50750","2029","2029","2029","1.3639758825302124","1.3639758825302124","1.3639758825302124"
"50800","2031","2031","2031","1.3607420921325684","1.3607420921325684","1.3607420921325684"
"50850","2033","2033","2033","1.3622856140136719","1.3622856140136719","1.3622856140136719"
"50900","2035","2035","2035","1.361986756324768","1.361986756324768","1.361986756324768"
"50950","2037","2037","2037","1.3636165857315063","1.3636165857315063","1.3636165857315063"
"51000","2039","2039","2039","1.3615972995758057","1.3615972995758057","1.3615972995758057"
"51050","2041","2041","2041","1.3620887994766235","1.3620887994766235","1.3620887994766235"
"51100","2043","2043","2043","1.3617576360702515","1.3617576360702515","1.3617576360702515"
"51150","2045","2045","2045","1.3622891902923584","1.3622891902923584","1.3622891902923584"
"51200","2047","2047","2047","1.3623524904251099","1.3623524904251099","1.3623524904251099"
"51250","2049","2049","2049","1.362048864364624","1.362048864364624","1.362048864364624"
"51300","2051","2051","2051","1.363673448562622","1.363673448562622","1.363673448562622"
"51350","2053","2053","2053","1.3636970520019531","1.3636970520019531","1.3636970520019531"
"51400","2055","2055","2055","1.3646420240402222","1.3646420240402222","1.3646420240402222"
"51450","2057","2057","2057","1.3629705905914307","1.3629705905914307","1.3629705905914307"
"51500","2059","2059","2059","1.3651084899902344","1.3651084899902344","1.3651084899902344"
"51550","2061","2061","2061","1.3619863986968994","1.3619863986968994","1.3619863986968994"
"51600","2063","2063","2063","1.363317608833313","1.363317608833313","1.363317608833313"
"51650","2065","2065","2065","1.3615765571594238","1.3615765571594238","1.3615765571594238"
"51700","2067","2067","2067","1.3616728782653809","1.3616728782653809","1.3616728782653809"
"51750","2069","2069","2069","1.3626272678375244","1.3626272678375244","1.3626272678375244"
"51800","2071","2071","2071","1.3629271984100342","1.3629271984100342","1.3629271984100342"
"51850","2073","2073","2073","1.3618911504745483","1.3618911504745483","1.3618911504745483"
"51900","2075","2075","2075","1.3623297214508057","1.3623297214508057","1.3623297214508057"
"51950","2077","2077","2077","1.3621083498001099","1.3621083498001099","1.3621083498001099"
"52000","2079","2079","2079","1.3624026775360107","1.3624026775360107","1.3624026775360107"
