"train/global_step","./falcon_qwen_results_packing - _step","./falcon_qwen_results_packing - _step__MIN","./falcon_qwen_results_packing - _step__MAX","./falcon_qwen_results_packing - eval/loss","./falcon_qwen_results_packing - eval/loss__MIN","./falcon_qwen_results_packing - eval/loss__MAX"
"17750","709","709","709","1.3674006462097168","1.3674006462097168","1.3674006462097168"
"17800","711","711","711","1.3662060499191284","1.3662060499191284","1.3662060499191284"
"17850","713","713","713","1.3661112785339355","1.3661112785339355","1.3661112785339355"
"17900","715","715","715","1.367398738861084","1.367398738861084","1.367398738861084"
"17950","717","717","717","1.367416262626648","1.367416262626648","1.367416262626648"
"18000","719","719","719","1.3669971227645874","1.3669971227645874","1.3669971227645874"
"18050","721","721","721","1.3675477504730225","1.3675477504730225","1.3675477504730225"
"18100","723","723","723","1.3669182062149048","1.3669182062149048","1.3669182062149048"
"18150","725","725","725","1.3665685653686523","1.3665685653686523","1.3665685653686523"
"18200","727","727","727","1.3670907020568848","1.3670907020568848","1.3670907020568848"
"18250","729","729","729","1.3668866157531738","1.3668866157531738","1.3668866157531738"
"18300","731","731","731","1.3665199279785156","1.3665199279785156","1.3665199279785156"
"18350","733","733","733","1.3670430183410645","1.3670430183410645","1.3670430183410645"
"18400","735","735","735","1.3671082258224487","1.3671082258224487","1.3671082258224487"
"18450","737","737","737","1.3661247491836548","1.3661247491836548","1.3661247491836548"
"18500","739","739","739","1.368465781211853","1.368465781211853","1.368465781211853"
"18550","741","741","741","1.3682100772857666","1.3682100772857666","1.3682100772857666"
"18600","743","743","743","1.3668856620788574","1.3668856620788574","1.3668856620788574"
"18650","745","745","745","1.3676360845565796","1.3676360845565796","1.3676360845565796"
"18700","747","747","747","1.367599606513977","1.367599606513977","1.367599606513977"
"18750","749","749","749","1.3668755292892456","1.3668755292892456","1.3668755292892456"
"18800","751","751","751","1.3675358295440674","1.3675358295440674","1.3675358295440674"
"18850","753","753","753","1.366550326347351","1.366550326347351","1.366550326347351"
"18900","755","755","755","1.3663387298583984","1.3663387298583984","1.3663387298583984"
"18950","757","757","757","1.365987777709961","1.365987777709961","1.365987777709961"
"19000","759","759","759","1.3673323392868042","1.3673323392868042","1.3673323392868042"
"19050","761","761","761","1.366667628288269","1.366667628288269","1.366667628288269"
"19100","763","763","763","1.366735577583313","1.366735577583313","1.366735577583313"
"19150","765","765","765","1.3674442768096924","1.3674442768096924","1.3674442768096924"
"19200","767","767","767","1.366202712059021","1.366202712059021","1.366202712059021"
"19250","769","769","769","1.3657503128051758","1.3657503128051758","1.3657503128051758"
"19300","771","771","771","1.367501974105835","1.367501974105835","1.367501974105835"
"19350","773","773","773","1.366780161857605","1.366780161857605","1.366780161857605"
"19400","775","775","775","1.3651628494262695","1.3651628494262695","1.3651628494262695"
"19450","777","777","777","1.366280198097229","1.366280198097229","1.366280198097229"
"19500","779","779","779","1.3675304651260376","1.3675304651260376","1.3675304651260376"
"19550","781","781","781","1.3654224872589111","1.3654224872589111","1.3654224872589111"
"19600","783","783","783","1.3664857149124146","1.3664857149124146","1.3664857149124146"
"19650","785","785","785","1.3687719106674194","1.3687719106674194","1.3687719106674194"
"19700","787","787","787","1.367037296295166","1.367037296295166","1.367037296295166"
"19750","789","789","789","1.365565299987793","1.365565299987793","1.365565299987793"
"19800","791","791","791","1.3667495250701904","1.3667495250701904","1.3667495250701904"
"19850","793","793","793","1.3660683631896973","1.3660683631896973","1.3660683631896973"
"19900","795","795","795","1.3676049709320068","1.3676049709320068","1.3676049709320068"
"19950","797","797","797","1.368068814277649","1.368068814277649","1.368068814277649"
"20000","799","799","799","1.3666976690292358","1.3666976690292358","1.3666976690292358"
"20050","801","801","801","1.3671231269836426","1.3671231269836426","1.3671231269836426"
"20100","803","803","803","1.3671507835388184","1.3671507835388184","1.3671507835388184"
"20150","805","805","805","1.3655579090118408","1.3655579090118408","1.3655579090118408"
"20200","807","807","807","1.3666303157806396","1.3666303157806396","1.3666303157806396"
"20250","809","809","809","1.3667476177215576","1.3667476177215576","1.3667476177215576"
"20300","811","811","811","1.365530252456665","1.365530252456665","1.365530252456665"
"20350","813","813","813","1.3653713464736938","1.3653713464736938","1.3653713464736938"
"20400","815","815","815","1.366492509841919","1.366492509841919","1.366492509841919"
"20450","817","817","817","1.3664929866790771","1.3664929866790771","1.3664929866790771"
"20500","819","819","819","1.3663064241409302","1.3663064241409302","1.3663064241409302"
"20550","821","821","821","1.3656476736068726","1.3656476736068726","1.3656476736068726"
"20600","823","823","823","1.3665300607681274","1.3665300607681274","1.3665300607681274"
"20650","825","825","825","1.3665369749069214","1.3665369749069214","1.3665369749069214"
"20700","827","827","827","1.3660238981246948","1.3660238981246948","1.3660238981246948"
"20750","829","829","829","1.365099310874939","1.365099310874939","1.365099310874939"
"20800","831","831","831","1.3663251399993896","1.3663251399993896","1.3663251399993896"
"20850","833","833","833","1.3652735948562622","1.3652735948562622","1.3652735948562622"
"20900","835","835","835","1.3664512634277344","1.3664512634277344","1.3664512634277344"
"20950","837","837","837","1.3665019273757935","1.3665019273757935","1.3665019273757935"
"21000","839","839","839","1.367210865020752","1.367210865020752","1.367210865020752"
"21050","841","841","841","1.365809679031372","1.365809679031372","1.365809679031372"
"21100","843","843","843","1.3658099174499512","1.3658099174499512","1.3658099174499512"
"21150","845","845","845","1.3669977188110352","1.3669977188110352","1.3669977188110352"
"21200","847","847","847","1.3672035932540894","1.3672035932540894","1.3672035932540894"
"21250","849","849","849","1.3654364347457886","1.3654364347457886","1.3654364347457886"
"21300","851","851","851","1.365504503250122","1.365504503250122","1.365504503250122"
"21350","853","853","853","1.3656491041183472","1.3656491041183472","1.3656491041183472"
"21400","855","855","855","1.3656566143035889","1.3656566143035889","1.3656566143035889"
"21450","857","857","857","1.3657324314117432","1.3657324314117432","1.3657324314117432"
"21500","859","859","859","1.3649951219558716","1.3649951219558716","1.3649951219558716"
"21550","861","861","861","1.3682817220687866","1.3682817220687866","1.3682817220687866"
"21600","863","863","863","1.3660507202148438","1.3660507202148438","1.3660507202148438"
"21650","865","865","865","1.3656916618347168","1.3656916618347168","1.3656916618347168"
"21700","867","867","867","1.3658143281936646","1.3658143281936646","1.3658143281936646"
"21750","869","869","869","1.3660041093826294","1.3660041093826294","1.3660041093826294"
"21800","871","871","871","1.3658194541931152","1.3658194541931152","1.3658194541931152"
"21850","873","873","873","1.3655145168304443","1.3655145168304443","1.3655145168304443"
"21900","875","875","875","1.364681601524353","1.364681601524353","1.364681601524353"
"21950","877","877","877","1.3654639720916748","1.3654639720916748","1.3654639720916748"
"22000","879","879","879","1.364927887916565","1.364927887916565","1.364927887916565"
"22050","881","881","881","1.3664120435714722","1.3664120435714722","1.3664120435714722"
"22100","883","883","883","1.3660578727722168","1.3660578727722168","1.3660578727722168"
"22150","885","885","885","1.3665205240249634","1.3665205240249634","1.3665205240249634"
"22200","887","887","887","1.3649810552597046","1.3649810552597046","1.3649810552597046"
"22250","889","889","889","1.365649938583374","1.365649938583374","1.365649938583374"
"22300","891","891","891","1.3681573867797852","1.3681573867797852","1.3681573867797852"
"22350","893","893","893","1.3653662204742432","1.3653662204742432","1.3653662204742432"
"22400","895","895","895","1.3653278350830078","1.3653278350830078","1.3653278350830078"
"22450","897","897","897","1.3653687238693237","1.3653687238693237","1.3653687238693237"
"22500","899","899","899","1.3671207427978516","1.3671207427978516","1.3671207427978516"
"22550","901","901","901","1.3660037517547607","1.3660037517547607","1.3660037517547607"
"22600","903","903","903","1.3650614023208618","1.3650614023208618","1.3650614023208618"
"22650","905","905","905","1.3658535480499268","1.3658535480499268","1.3658535480499268"
"22700","907","907","907","1.3657751083374023","1.3657751083374023","1.3657751083374023"
"22750","909","909","909","1.3657387495040894","1.3657387495040894","1.3657387495040894"
"22800","911","911","911","1.3651623725891113","1.3651623725891113","1.3651623725891113"
"22850","913","913","913","1.3656843900680542","1.3656843900680542","1.3656843900680542"
"22900","915","915","915","1.3656448125839233","1.3656448125839233","1.3656448125839233"
"22950","917","917","917","1.3650518655776978","1.3650518655776978","1.3650518655776978"
"23000","919","919","919","1.3653790950775146","1.3653790950775146","1.3653790950775146"
"23050","921","921","921","1.3667669296264648","1.3667669296264648","1.3667669296264648"
"23100","923","923","923","1.3658936023712158","1.3658936023712158","1.3658936023712158"
"23150","925","925","925","1.3650845289230347","1.3650845289230347","1.3650845289230347"
"23200","927","927","927","1.3650104999542236","1.3650104999542236","1.3650104999542236"
"23250","929","929","929","1.3641968965530396","1.3641968965530396","1.3641968965530396"
"23300","931","931","931","1.365992546081543","1.365992546081543","1.365992546081543"
"23350","933","933","933","1.366087555885315","1.366087555885315","1.366087555885315"
"23400","935","935","935","1.3657333850860596","1.3657333850860596","1.3657333850860596"
"23450","937","937","937","1.3650527000427246","1.3650527000427246","1.3650527000427246"
"23500","939","939","939","1.3655352592468262","1.3655352592468262","1.3655352592468262"
"23550","941","941","941","1.3659071922302246","1.3659071922302246","1.3659071922302246"
"23600","943","943","943","1.3643479347229004","1.3643479347229004","1.3643479347229004"
"23650","945","945","945","1.3659648895263672","1.3659648895263672","1.3659648895263672"
"23700","947","947","947","1.3646464347839355","1.3646464347839355","1.3646464347839355"
"23750","949","949","949","1.3665049076080322","1.3665049076080322","1.3665049076080322"
"23800","951","951","951","1.3654252290725708","1.3654252290725708","1.3654252290725708"
"23850","953","953","953","1.3669146299362183","1.3669146299362183","1.3669146299362183"
"23900","955","955","955","1.3652008771896362","1.3652008771896362","1.3652008771896362"
"23950","957","957","957","1.3661894798278809","1.3661894798278809","1.3661894798278809"
"24000","959","959","959","1.3645901679992676","1.3645901679992676","1.3645901679992676"
"24050","961","961","961","1.3657362461090088","1.3657362461090088","1.3657362461090088"
"24100","963","963","963","1.3655213117599487","1.3655213117599487","1.3655213117599487"
"24150","965","965","965","1.364068865776062","1.364068865776062","1.364068865776062"
"24200","967","967","967","1.3639529943466187","1.3639529943466187","1.3639529943466187"
"24250","969","969","969","1.3655784130096436","1.3655784130096436","1.3655784130096436"
"24300","971","971","971","1.3665200471878052","1.3665200471878052","1.3665200471878052"
"24350","973","973","973","1.3656784296035767","1.3656784296035767","1.3656784296035767"
"24400","975","975","975","1.3651894330978394","1.3651894330978394","1.3651894330978394"
"24450","977","977","977","1.3660306930541992","1.3660306930541992","1.3660306930541992"
"24500","979","979","979","1.3644112348556519","1.3644112348556519","1.3644112348556519"
"24550","981","981","981","1.3651344776153564","1.3651344776153564","1.3651344776153564"
"24600","983","983","983","1.366085410118103","1.366085410118103","1.366085410118103"
"24650","985","985","985","1.3639216423034668","1.3639216423034668","1.3639216423034668"
"24700","987","987","987","1.3635481595993042","1.3635481595993042","1.3635481595993042"
"24750","989","989","989","1.3642964363098145","1.3642964363098145","1.3642964363098145"
"24800","991","991","991","1.3651429414749146","1.3651429414749146","1.3651429414749146"
"24850","993","993","993","1.3645663261413574","1.3645663261413574","1.3645663261413574"
"24900","995","995","995","1.3651208877563477","1.3651208877563477","1.3651208877563477"
"24950","997","997","997","1.3639330863952637","1.3639330863952637","1.3639330863952637"
"25000","999","999","999","1.3658127784729004","1.3658127784729004","1.3658127784729004"
"25050","1001","1001","1001","1.3646537065505981","1.3646537065505981","1.3646537065505981"
"25100","1003","1003","1003","1.3651171922683716","1.3651171922683716","1.3651171922683716"
"25150","1005","1005","1005","1.3661266565322876","1.3661266565322876","1.3661266565322876"
"25200","1007","1007","1007","1.3640772104263306","1.3640772104263306","1.3640772104263306"
"25250","1009","1009","1009","1.3648576736450195","1.3648576736450195","1.3648576736450195"
"25300","1011","1011","1011","1.3645755052566528","1.3645755052566528","1.3645755052566528"
"25350","1013","1013","1013","1.3659361600875854","1.3659361600875854","1.3659361600875854"
"25400","1015","1015","1015","1.3653700351715088","1.3653700351715088","1.3653700351715088"
"25450","1017","1017","1017","1.3648627996444702","1.3648627996444702","1.3648627996444702"
"25500","1019","1019","1019","1.3646798133850098","1.3646798133850098","1.3646798133850098"
"25550","1021","1021","1021","1.366150975227356","1.366150975227356","1.366150975227356"
"25600","1023","1023","1023","1.3660403490066528","1.3660403490066528","1.3660403490066528"
"25650","1025","1025","1025","1.3649959564208984","1.3649959564208984","1.3649959564208984"
"25700","1027","1027","1027","1.3640908002853394","1.3640908002853394","1.3640908002853394"
"25750","1029","1029","1029","1.3654340505599976","1.3654340505599976","1.3654340505599976"
"25800","1031","1031","1031","1.3668317794799805","1.3668317794799805","1.3668317794799805"
"25850","1033","1033","1033","1.363594651222229","1.363594651222229","1.363594651222229"
"25900","1035","1035","1035","1.3639642000198364","1.3639642000198364","1.3639642000198364"
"25950","1037","1037","1037","1.3643913269042969","1.3643913269042969","1.3643913269042969"
"26000","1039","1039","1039","1.3643678426742554","1.3643678426742554","1.3643678426742554"
"26050","1041","1041","1041","1.3634226322174072","1.3634226322174072","1.3634226322174072"
"26100","1043","1043","1043","1.3630506992340088","1.3630506992340088","1.3630506992340088"
"26150","1045","1045","1045","1.364038348197937","1.364038348197937","1.364038348197937"
"26200","1047","1047","1047","1.3630211353302002","1.3630211353302002","1.3630211353302002"
"26250","1049","1049","1049","1.3651107549667358","1.3651107549667358","1.3651107549667358"
"26300","1051","1051","1051","1.3659565448760986","1.3659565448760986","1.3659565448760986"
"26350","1053","1053","1053","1.3643474578857422","1.3643474578857422","1.3643474578857422"
"26400","1055","1055","1055","1.3651771545410156","1.3651771545410156","1.3651771545410156"
"26450","1057","1057","1057","1.3639769554138184","1.3639769554138184","1.3639769554138184"
"26500","1059","1059","1059","1.3647091388702393","1.3647091388702393","1.3647091388702393"
"26550","1061","1061","1061","1.3660616874694824","1.3660616874694824","1.3660616874694824"
"26600","1063","1063","1063","1.3656630516052246","1.3656630516052246","1.3656630516052246"
"26650","1065","1065","1065","1.3654059171676636","1.3654059171676636","1.3654059171676636"
"26700","1067","1067","1067","1.3655496835708618","1.3655496835708618","1.3655496835708618"
"26750","1069","1069","1069","1.3651132583618164","1.3651132583618164","1.3651132583618164"
"26800","1071","1071","1071","1.3652889728546143","1.3652889728546143","1.3652889728546143"
"26850","1073","1073","1073","1.3644802570343018","1.3644802570343018","1.3644802570343018"
"26900","1075","1075","1075","1.363223910331726","1.363223910331726","1.363223910331726"
"26950","1077","1077","1077","1.3637139797210693","1.3637139797210693","1.3637139797210693"
"27000","1079","1079","1079","1.3634848594665527","1.3634848594665527","1.3634848594665527"
"27050","1081","1081","1081","1.3641256093978882","1.3641256093978882","1.3641256093978882"
"27100","1083","1083","1083","1.364911437034607","1.364911437034607","1.364911437034607"
"27150","1085","1085","1085","1.364891529083252","1.364891529083252","1.364891529083252"
"27200","1087","1087","1087","1.3639464378356934","1.3639464378356934","1.3639464378356934"
"27250","1089","1089","1089","1.3657362461090088","1.3657362461090088","1.3657362461090088"
"27300","1091","1091","1091","1.3646337985992432","1.3646337985992432","1.3646337985992432"
"27350","1093","1093","1093","1.3636196851730347","1.3636196851730347","1.3636196851730347"
"27400","1095","1095","1095","1.3642252683639526","1.3642252683639526","1.3642252683639526"
"27450","1097","1097","1097","1.363345742225647","1.363345742225647","1.363345742225647"
"27500","1099","1099","1099","1.364418625831604","1.364418625831604","1.364418625831604"
"27550","1101","1101","1101","1.364168643951416","1.364168643951416","1.364168643951416"
"27600","1103","1103","1103","1.3652998208999634","1.3652998208999634","1.3652998208999634"
"27650","1105","1105","1105","1.364429235458374","1.364429235458374","1.364429235458374"
"27700","1107","1107","1107","1.364356517791748","1.364356517791748","1.364356517791748"
"27750","1109","1109","1109","1.3632534742355347","1.3632534742355347","1.3632534742355347"
"27800","1111","1111","1111","1.3642219305038452","1.3642219305038452","1.3642219305038452"
"27850","1113","1113","1113","1.3653687238693237","1.3653687238693237","1.3653687238693237"
"27900","1115","1115","1115","1.3647757768630981","1.3647757768630981","1.3647757768630981"
"27950","1117","1117","1117","1.364998459815979","1.364998459815979","1.364998459815979"
"28000","1119","1119","1119","1.3648884296417236","1.3648884296417236","1.3648884296417236"
"28050","1121","1121","1121","1.3639905452728271","1.3639905452728271","1.3639905452728271"
"28100","1123","1123","1123","1.3650835752487183","1.3650835752487183","1.3650835752487183"
"28150","1125","1125","1125","1.3643745183944702","1.3643745183944702","1.3643745183944702"
"28200","1127","1127","1127","1.3645212650299072","1.3645212650299072","1.3645212650299072"
"28250","1129","1129","1129","1.3631632328033447","1.3631632328033447","1.3631632328033447"
"28300","1131","1131","1131","1.3644108772277832","1.3644108772277832","1.3644108772277832"
"28350","1133","1133","1133","1.3662209510803223","1.3662209510803223","1.3662209510803223"
"28400","1135","1135","1135","1.3639845848083496","1.3639845848083496","1.3639845848083496"
"28450","1137","1137","1137","1.363972544670105","1.363972544670105","1.363972544670105"
"28500","1139","1139","1139","1.36411452293396","1.36411452293396","1.36411452293396"
"28550","1141","1141","1141","1.364585280418396","1.364585280418396","1.364585280418396"
"28600","1143","1143","1143","1.3644952774047852","1.3644952774047852","1.3644952774047852"
"28650","1145","1145","1145","1.3638670444488525","1.3638670444488525","1.3638670444488525"
"28700","1147","1147","1147","1.3639836311340332","1.3639836311340332","1.3639836311340332"
"28750","1149","1149","1149","1.3633980751037598","1.3633980751037598","1.3633980751037598"
"28800","1151","1151","1151","1.3640775680541992","1.3640775680541992","1.3640775680541992"
"28850","1153","1153","1153","1.3661015033721924","1.3661015033721924","1.3661015033721924"
"28900","1155","1155","1155","1.3642501831054688","1.3642501831054688","1.3642501831054688"
"28950","1157","1157","1157","1.3643827438354492","1.3643827438354492","1.3643827438354492"
"29000","1159","1159","1159","1.3637046813964844","1.3637046813964844","1.3637046813964844"
"29050","1161","1161","1161","1.3632980585098267","1.3632980585098267","1.3632980585098267"
"29100","1163","1163","1163","1.3645647764205933","1.3645647764205933","1.3645647764205933"
"29150","1165","1165","1165","1.3641226291656494","1.3641226291656494","1.3641226291656494"
"29200","1167","1167","1167","1.365810513496399","1.365810513496399","1.365810513496399"
"29250","1169","1169","1169","1.365410566329956","1.365410566329956","1.365410566329956"
"29300","1171","1171","1171","1.3638664484024048","1.3638664484024048","1.3638664484024048"
"29350","1173","1173","1173","1.362873911857605","1.362873911857605","1.362873911857605"
"29400","1175","1175","1175","1.3638699054718018","1.3638699054718018","1.3638699054718018"
"29450","1177","1177","1177","1.3658990859985352","1.3658990859985352","1.3658990859985352"
"29500","1179","1179","1179","1.3664968013763428","1.3664968013763428","1.3664968013763428"
"29550","1181","1181","1181","1.3636765480041504","1.3636765480041504","1.3636765480041504"
"29600","1183","1183","1183","1.3634947538375854","1.3634947538375854","1.3634947538375854"
"29650","1185","1185","1185","1.3656429052352905","1.3656429052352905","1.3656429052352905"
"29700","1187","1187","1187","1.3636276721954346","1.3636276721954346","1.3636276721954346"
"29750","1189","1189","1189","1.3641351461410522","1.3641351461410522","1.3641351461410522"
"29800","1191","1191","1191","1.3651307821273804","1.3651307821273804","1.3651307821273804"
"29850","1193","1193","1193","1.3638514280319214","1.3638514280319214","1.3638514280319214"
"29900","1195","1195","1195","1.364464282989502","1.364464282989502","1.364464282989502"
"29950","1197","1197","1197","1.3628805875778198","1.3628805875778198","1.3628805875778198"
"30000","1199","1199","1199","1.3640538454055786","1.3640538454055786","1.3640538454055786"
"30050","1201","1201","1201","1.3632948398590088","1.3632948398590088","1.3632948398590088"
"30100","1203","1203","1203","1.3632749319076538","1.3632749319076538","1.3632749319076538"
"30150","1205","1205","1205","1.364823579788208","1.364823579788208","1.364823579788208"
"30200","1207","1207","1207","1.3635791540145874","1.3635791540145874","1.3635791540145874"
"30250","1209","1209","1209","1.3633390665054321","1.3633390665054321","1.3633390665054321"
"30300","1211","1211","1211","1.3644269704818726","1.3644269704818726","1.3644269704818726"
"30350","1213","1213","1213","1.3640772104263306","1.3640772104263306","1.3640772104263306"
"30400","1215","1215","1215","1.3644894361495972","1.3644894361495972","1.3644894361495972"
"30450","1217","1217","1217","1.36538827419281","1.36538827419281","1.36538827419281"
"30500","1219","1219","1219","1.3637195825576782","1.3637195825576782","1.3637195825576782"
"30550","1221","1221","1221","1.362688422203064","1.362688422203064","1.362688422203064"
"30600","1223","1223","1223","1.3663756847381592","1.3663756847381592","1.3663756847381592"
"30650","1225","1225","1225","1.3651138544082642","1.3651138544082642","1.3651138544082642"
"30700","1227","1227","1227","1.3643730878829956","1.3643730878829956","1.3643730878829956"
"30750","1229","1229","1229","1.3636928796768188","1.3636928796768188","1.3636928796768188"
"30800","1231","1231","1231","1.364378571510315","1.364378571510315","1.364378571510315"
"30850","1233","1233","1233","1.3633427619934082","1.3633427619934082","1.3633427619934082"
"30900","1235","1235","1235","1.363923192024231","1.363923192024231","1.363923192024231"
"30950","1237","1237","1237","1.3642669916152954","1.3642669916152954","1.3642669916152954"
"31000","1239","1239","1239","1.3635191917419434","1.3635191917419434","1.3635191917419434"
"31050","1241","1241","1241","1.3653807640075684","1.3653807640075684","1.3653807640075684"
"31100","1243","1243","1243","1.36399245262146","1.36399245262146","1.36399245262146"
"31150","1245","1245","1245","1.3642388582229614","1.3642388582229614","1.3642388582229614"
"31200","1247","1247","1247","1.363777756690979","1.363777756690979","1.363777756690979"
"31250","1249","1249","1249","1.3627910614013672","1.3627910614013672","1.3627910614013672"
"31300","1251","1251","1251","1.3632400035858154","1.3632400035858154","1.3632400035858154"
"31350","1253","1253","1253","1.3640961647033691","1.3640961647033691","1.3640961647033691"
"31400","1255","1255","1255","1.3639219999313354","1.3639219999313354","1.3639219999313354"
"31450","1257","1257","1257","1.3638030290603638","1.3638030290603638","1.3638030290603638"
"31500","1259","1259","1259","1.3645853996276855","1.3645853996276855","1.3645853996276855"
"31550","1261","1261","1261","1.3627697229385376","1.3627697229385376","1.3627697229385376"
"31600","1263","1263","1263","1.364612340927124","1.364612340927124","1.364612340927124"
"31650","1265","1265","1265","1.3623871803283691","1.3623871803283691","1.3623871803283691"
"31700","1267","1267","1267","1.3649015426635742","1.3649015426635742","1.3649015426635742"
"31750","1269","1269","1269","1.364070177078247","1.364070177078247","1.364070177078247"
"31800","1271","1271","1271","1.3633830547332764","1.3633830547332764","1.3633830547332764"
"31850","1273","1273","1273","1.3656926155090332","1.3656926155090332","1.3656926155090332"
"31900","1275","1275","1275","1.3634333610534668","1.3634333610534668","1.3634333610534668"
"31950","1277","1277","1277","1.364824891090393","1.364824891090393","1.364824891090393"
"32000","1279","1279","1279","1.3642951250076294","1.3642951250076294","1.3642951250076294"
"32050","1281","1281","1281","1.3628700971603394","1.3628700971603394","1.3628700971603394"
"32100","1283","1283","1283","1.3650346994400024","1.3650346994400024","1.3650346994400024"
"32150","1285","1285","1285","1.3638534545898438","1.3638534545898438","1.3638534545898438"
"32200","1287","1287","1287","1.3639012575149536","1.3639012575149536","1.3639012575149536"
"32250","1289","1289","1289","1.3635458946228027","1.3635458946228027","1.3635458946228027"
"32300","1291","1291","1291","1.3639476299285889","1.3639476299285889","1.3639476299285889"
"32350","1293","1293","1293","1.3644086122512817","1.3644086122512817","1.3644086122512817"
"32400","1295","1295","1295","1.3637182712554932","1.3637182712554932","1.3637182712554932"
"32450","1297","1297","1297","1.3634388446807861","1.3634388446807861","1.3634388446807861"
"32500","1299","1299","1299","1.3637809753417969","1.3637809753417969","1.3637809753417969"
"32550","1301","1301","1301","1.3637443780899048","1.3637443780899048","1.3637443780899048"
"32600","1303","1303","1303","1.363199234008789","1.363199234008789","1.363199234008789"
"32650","1305","1305","1305","1.3638916015625","1.3638916015625","1.3638916015625"
"32700","1307","1307","1307","1.3640447854995728","1.3640447854995728","1.3640447854995728"
"32750","1309","1309","1309","1.3653321266174316","1.3653321266174316","1.3653321266174316"
"32800","1311","1311","1311","1.3629454374313354","1.3629454374313354","1.3629454374313354"
"32850","1313","1313","1313","1.3642090559005737","1.3642090559005737","1.3642090559005737"
"32900","1315","1315","1315","1.3632872104644775","1.3632872104644775","1.3632872104644775"
"32950","1317","1317","1317","1.3640233278274536","1.3640233278274536","1.3640233278274536"
"33000","1319","1319","1319","1.3626583814620972","1.3626583814620972","1.3626583814620972"
"33050","1321","1321","1321","1.3632205724716187","1.3632205724716187","1.3632205724716187"
"33100","1323","1323","1323","1.3639928102493286","1.3639928102493286","1.3639928102493286"
"33150","1325","1325","1325","1.3619698286056519","1.3619698286056519","1.3619698286056519"
"33200","1327","1327","1327","1.3631731271743774","1.3631731271743774","1.3631731271743774"
"33250","1329","1329","1329","1.3638805150985718","1.3638805150985718","1.3638805150985718"
"33300","1331","1331","1331","1.3651683330535889","1.3651683330535889","1.3651683330535889"
"33350","1333","1333","1333","1.3640456199645996","1.3640456199645996","1.3640456199645996"
"33400","1335","1335","1335","1.3640761375427246","1.3640761375427246","1.3640761375427246"
"33450","1337","1337","1337","1.3651243448257446","1.3651243448257446","1.3651243448257446"
"33500","1339","1339","1339","1.363530158996582","1.363530158996582","1.363530158996582"
"33550","1341","1341","1341","1.3634775876998901","1.3634775876998901","1.3634775876998901"
"33600","1343","1343","1343","1.3640222549438477","1.3640222549438477","1.3640222549438477"
"33650","1345","1345","1345","1.3647679090499878","1.3647679090499878","1.3647679090499878"
"33700","1347","1347","1347","1.3647383451461792","1.3647383451461792","1.3647383451461792"
"33750","1349","1349","1349","1.3634662628173828","1.3634662628173828","1.3634662628173828"
"33800","1351","1351","1351","1.3637168407440186","1.3637168407440186","1.3637168407440186"
"33850","1353","1353","1353","1.3626092672348022","1.3626092672348022","1.3626092672348022"
"33900","1355","1355","1355","1.3630130290985107","1.3630130290985107","1.3630130290985107"
"33950","1357","1357","1357","1.3635573387145996","1.3635573387145996","1.3635573387145996"
"34000","1359","1359","1359","1.3639463186264038","1.3639463186264038","1.3639463186264038"
"34050","1361","1361","1361","1.364510178565979","1.364510178565979","1.364510178565979"
"34100","1363","1363","1363","1.3630566596984863","1.3630566596984863","1.3630566596984863"
"34150","1365","1365","1365","1.3649544715881348","1.3649544715881348","1.3649544715881348"
"34200","1367","1367","1367","1.3632749319076538","1.3632749319076538","1.3632749319076538"
"34250","1369","1369","1369","1.3633179664611816","1.3633179664611816","1.3633179664611816"
"34300","1371","1371","1371","1.3622920513153076","1.3622920513153076","1.3622920513153076"
"34350","1373","1373","1373","1.3644700050354004","1.3644700050354004","1.3644700050354004"
"34400","1375","1375","1375","1.3629374504089355","1.3629374504089355","1.3629374504089355"
"34450","1377","1377","1377","1.3640804290771484","1.3640804290771484","1.3640804290771484"
"34500","1379","1379","1379","1.3619221448898315","1.3619221448898315","1.3619221448898315"
"34550","1381","1381","1381","1.3630330562591553","1.3630330562591553","1.3630330562591553"
"34600","1383","1383","1383","1.3631470203399658","1.3631470203399658","1.3631470203399658"
"34650","1385","1385","1385","1.3631541728973389","1.3631541728973389","1.3631541728973389"
"34700","1387","1387","1387","1.3647997379302979","1.3647997379302979","1.3647997379302979"
"34750","1389","1389","1389","1.3630611896514893","1.3630611896514893","1.3630611896514893"
"34800","1391","1391","1391","1.36415696144104","1.36415696144104","1.36415696144104"
"34850","1393","1393","1393","1.3634147644042969","1.3634147644042969","1.3634147644042969"
"34900","1395","1395","1395","1.3640631437301636","1.3640631437301636","1.3640631437301636"
"34950","1397","1397","1397","1.3641111850738525","1.3641111850738525","1.3641111850738525"
"35000","1399","1399","1399","1.3650511503219604","1.3650511503219604","1.3650511503219604"
"35050","1401","1401","1401","1.3634918928146362","1.3634918928146362","1.3634918928146362"
"35100","1403","1403","1403","1.3631871938705444","1.3631871938705444","1.3631871938705444"
"35150","1405","1405","1405","1.3636246919631958","1.3636246919631958","1.3636246919631958"
"35200","1407","1407","1407","1.3640810251235962","1.3640810251235962","1.3640810251235962"
"35250","1409","1409","1409","1.363964319229126","1.363964319229126","1.363964319229126"
"35300","1411","1411","1411","1.3632467985153198","1.3632467985153198","1.3632467985153198"
"35350","1413","1413","1413","1.3630914688110352","1.3630914688110352","1.3630914688110352"
